"length","fdr"
601,0.326124394252445
320,0.0732434297909808
354,0.192886867359926
475,0.182868640434277
566,0.27100053390179
1625,0.165436802996353
303,0.220112041082977
294,0.422202323459169
1652,0.247075008531068
799,0.168768260562243
261,0.141210153272431
269,0.0689688450553582
394,0.130316638741439
447,0.277463946590602
4055,0.166074920030295
1338,0.214731829691725
528,0.106901325468871
406,0.174799656765633
221,0.296295377813523
364,0.157372322309777
239,0.416997287011921
430,0.188047495201843
317,0.0345299500274387
217,0.208548011864109
1204,0.0674239939180438
400,0.284128013925852
572,0.278999267615827
1516,0.0554143108703295
569,0.203932399827988
1585,0.169087338308245
377,0.178818833801247
842,0.434546077498484
1254,0.0883587604455793
850,0.144684119162389
1109,0.0447122616288864
335,0.923513904473895
630,0.521189686233576
