"accession","Ackermannviridae","Adenoviridae","Adintoviridae","Adomaviridae","Alloherpesviridae","Ascoviridae","Asfarviridae","Autographiviridae","Baculoviridae","Bicaudaviridae","Caulimoviridae","Chrysoviridae","Flaviviridae","Geminiviridae","Hepeviridae","Herelleviridae","Herpesviridae","Hytrosaviridae","Inoviridae","Iridoviridae","Lavidaviridae","Malacoherpesviridae","Marseilleviridae","Metaviridae","Microviridae","Mimiviridae","Myoviridae","Nairoviridae","Nimaviridae","Nudiviridae","Partitiviridae","Phycodnaviridae","Pithoviridae","Podoviridae","Polydnaviridae","Poxviridae","Reoviridae","Retroviridae","Salasmaviridae","Schitoviridae","Siphoviridae","Unclassified.viruses","Chuviridae","Coronaviridae","Fuselloviridae","Hepadnaviridae","Lipothrixviridae","Mitoviridae","Picornaviridae","Pseudoviridae","Secoviridae","Virgaviridae","Zobellviridae","Iflaviridae","Corticoviridae","Fiersviridae","Leviviridae","Ovaliviridae","Parvoviridae","Tobaniviridae","Closteroviridae","Marnaviridae","Nodaviridae","Dicistroviridae","Lispiviridae","Peribunyaviridae","Tombusviridae","Nyamiviridae","Astroviridae","Demerecviridae","Endornaviridae","Filoviridae","Pneumoviridae","Potyviridae","Totiviridae","Orthomyxoviridae","Circoviridae","Paramyxoviridae","Cystoviridae","Phenuiviridae","Tectiviridae","Mesoniviridae","Tymoviridae","Drexlerviridae","Hypoviridae","Bromoviridae","Caliciviridae","Rhabdoviridae","Atkinsviridae","Botourmiaviridae","Fusariviridae","Narnaviridae","Solemoviridae","Alphaflexiviridae","Cruciviridae","Mononiviridae","Picobirnaviridae","Solspiviridae","Yueviridae","Arenaviridae","Qinviridae","Bacilladnaviridae","Artoviridae","Togaviridae","Chaseviridae","Genomoviridae","Guttaviridae","Polycipiviridae","Bornaviridae","Mypoviridae","Bidnaviridae","Xinmoviridae","Mayoviridae","Polyomaviridae","Spiraviridae"
"SRR9670664",17.8411080143449,67.5116,1977.90673465,13.591143,7.575376,32.52407,1.40213,0,4375.075028,1.82919,4.09501,0,357.076601,0,37.083861,124.11156,417.255675,0,9664.395876,1006.8802594,0,0,2131.405463,240.550971,274.356476,13719.8593413259,8063.765802,6.646921,1.62756,36.90233,180.80222,3510.1675388,1201.8338,984.129716607607,2321.24997601758,4435.922915,1635.791036,1962.206391,708.964993,0,6310.07862756704,15173.3009037906,0,0,0,0,0,4.8272,0,53.432844,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50918,0,0,0,103.556084442519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1938.984692,0,0,0,0,0,0,2.99327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1611567",3954.07281,32.91606,0,0,76.09763,389.03629,3.8637,22.38845,508.8209,0,22.29755,0,1068.37016,0,77.84938,69.94615,131.37224,0,1116.539266,428.828529,34.11487,10.3382,948.9717,118.91173,184.7989,12981.1460663865,7726.31886,32.64968,10.989,39.5089,55.18578,4202.63852,1116.6412,2078.53786,483.12866,1537.77244,237.755747,1900.38640654852,84.32815,0,30480.4750369668,35529.4492972229,28.87787,0,0,0,0,5.20383,0,3.74823,0,0,0,0,4.61464,0,0,0,12.60175,0,0,30.28705,2.98098,0,0,0,4.44235,17.2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.14831,0,0,0,0,0,0,0,0,0,3.91158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2131688",40.92861,0,264.34126,0,95.2906,107.71163,30.5478,0,2168.38016565,7.27381,136.0491,0,339.34232,0,145.478,99.544,442.23772,15.2261,527.8524,1179.88181,0,0,1093.76504004925,216.98334,51.69808,9147.15521,4013.11559,75.9035,0,300.28189,88.37827,17003.66649121,2045.8298739774,836.64392,660.634,1875.6443,113.03451,3146.83784,137.06792,0,8941.2532898,8377.498633356,0,22.984,0,0,0,13.14,0,29.12804,0,0,0,21.1951,0,0,0,0,0,0,0,0,21.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR7962072",153.178182,162.42597,2.05498,129.362057,926.988688,1264.549536,138.63541,199.6710641,7952.238974,60.8335,0,0,5671.922972,263.5745,741.1465,755.71512,2199.371153,147.76757,3250.830517,3746.733548,164.171764,37.3398,6948.9709884,122.464949,506.81697821,63109.367015188,17176.48081284,162.954406,32.41953,293.350824,763.809347204085,12666.7116561681,5109.957266,3841.585897,2482.6236632,9966.8850208711,688.276816,8538.394714,318.122295,0.731185,32030.8793900337,38577.4759356639,0,0,8.107814,0,3.756043,740.609932,3.994029,0,0,0,0,0,3.33003,0,0,6.93723,0,0,0,0,0,0,0,0,0,0,0,0,47.504022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR12686548",23.858342,879.95158,3.42403,147.0208,1412.37865,1486.81707,150.5561,54.99838,15003.214075,105.487,2.93442,0,2941.81343,182.92,1769.1679,648.04421,1545.06361,118.0113,1955.31741,4571.903444,26.56424,67.44491,5361.763231,15.6241,147.438596,55735.3313589999,24349.318026,268.03101,16.0232,1469.545082,937.8014,14624.64130404,8463.371495,6162.572581,2454.565521,10661.728055,628.55192,8109.723147,390.3886,0,38454.3725608934,47292.5939339707,0,0,14.79883,0,0,34.0182,0,0,0,0,0,0,39.6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63178,0,0,3.03394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR10426064",0,441.226,34.336496,157.95839,866.862044,980.320158103744,173.9313,704.15498,10950.844432,71.9071,10.345794,0,3579.4475,71.9216,2278.68317,1368.2145,1361.644799,91.668969,2186.432161,3750.695921,4.464215,33.2726,7363.796919,96.326058,239.7027,47065.843657043,19428.9862020035,185.277599,33.0875,364.638127,784.857196,9707.54583199999,9300.98729195,6031.522368,2439.5200431692,7287.08703723699,1023.647403,7529.379661,1227.576632,0,36562.0013988178,46656.2612450879,4.034734,0,16.14321,1.42584,3.4862,24.02494,0,0,0,0,0,0,15.527347,26.9144,0,0,0,13.7255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR10426062",0,493.13019,47.153348,119.06865806,536.8475,705.997384418,182.277089,211.598542,4521.92567,43.6378,44.385354,0,3889.2743,0,1999.10434,728.693013,1179.961517,99.360289,1500.236417,2589.57557407,0,30.81908,4341.133481,218.896112,170.689041,44226.8083537086,14931.7683832,188.2256,31.7555,372.380401,595.513307,7772.817618,5411.5602082,4249.990757,2480.6759611,5028.84518853832,267.32983,5477.109288,1091.1568,0,31304.665590641,30905.4189094361,2.634742,0,35.331726,2.26173,5.36339,15.455922,0,0,0,0,0,0,9.095136,0,0,0,0,22.0826,0,0,0,0,0,1.64436,0,0,0,0,0,0,0,0,0,0,0,0,0,21.18382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR5197741",0,30.79806,0,7.11404,857.30141,262.57348,32.3434,44.1221,1288.880355,6.27157,4.3679,0,583.40983,124.0866,753.0412,84.298741,467.715657,62.144148,475.51526,1422.592273,0,62.9042,1180.02999,45.90928,66.196366,10876.57817,5497.432852,26.82577,41.4328,229.0013,91.1907,6006.793182,1090.98130746019,1744.693136,1525.3573896,3406.901948,161.39998,1898.727663,48.83999,0,8081.80878246465,8523.3698450959,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94809,0,0,0,0,0,13.98514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR13452041",412.316,464.17165,0,92.816445,1020.537897,1669.785652,294.95712,103.214574,10308.0500159095,71.03347,33.715388,0,3352.391254,12.9359,489.66411,569.843615,1860.67169741235,877.392802,2998.178081,4846.1781972,0,0,5866.037981,96.24954,365.064748,51687.6785750252,22215.26647682,167.7048,34.9127,509.668489,692.093932,12944.8503326636,6779.054566,4829.991152,2916.86165760033,9316.01429875,1128.229254,5718.80545818275,230.854889745,0,42984.0316048125,41752.8600243546,2.523268454257,0,10.1987,2.36608,0.900734,20.226009,0,0,0,0,0,0,2.373278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.7985,0,0,0,0,0,0,0,0,0,0,0.873035,0,0,0,0,0,0,0,0,1.66478,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR15184123",212.89021,162.25607,0,45.74447,660.80552,988.895424,302.13685,47.958514,4795.74854,23.5302,8.29498,0,3157.324889,10.30126,2260.73344,1201.71121,702.912796,125.365355,1997.68984,4579.90179,60.797166,4.99981,5497.236777,81.059754,182.50544,36656.32539433,17492.31402515,91.66902,11.33408,250.336975,241.58495,10378.617837,7824.21845710001,7072.140784,3292.709672,8324.338625,356.418129,4861.127941,177.640997,0,31719.83762599,33387.6813251,1.87958,0,2.94777,88.504145,0,9.90327,2.08815,0,62.502327,0,0,0,2.4426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.043,0,0,0,5.26308,0,0,0,0,0,0,376,0,0,7.34019,0,0,0,0,0,0,0,15.87796,0,0,0,0,0,0,0,0,0,1.59754,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR11747658",79.29916,279.7248,14.01546,83.154967,976.098409,1333.142668,179.58155,124.882629,8511.24757568647,15.00003,15.9801,0,5199.686026,50.599227,3723.06345,3282.81156682843,1350.21050735205,146.163648,2335.43938395956,5383.78569886837,1.39143,30.094750812447,4809.04129537875,305.519810739518,1401.332246,53147.1973922744,18484.1719175974,306.799270752,58.6761,565.888372,816.671736607404,11231.356004618,6948.99539296684,5238.01701794152,2387.71030993279,8693.655950087,567.266333,7035.86883430884,326.21017,0,41397.2422933992,41753.5725015367,1.11322,0,1.74871,0,0,30.29398,0,0,0,0,0,0,18.2309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.61998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1976570",72.5832,0,0,0,136.392,89.0007,0,0,1555.51370057824,0,0,0,784.19331,80.4017,869.847,0,58.58961,0,851.0645,522.8582,0,0,1071.8551,0,0,12849.3202,8446.9935,0,0,0,199.9716,3211.41649,2267.6229,1363.7637,349.5648,2545.6951,305.2332,762.1766,225.7416,0,16803.2720247298,13693.23603,0,0,0,0,0,47.2211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2429147",89.7274,0.96799,0,38.792677,183.87554,181.25583,81.44335,209.561922,4446.203166,55.6783,0,0,4072.11462,10.052,1458.683,319.6215,424.000414,11.47179,1484.76641,3850.965149488,48.11501,1.81877,5207.4559659,38.273833,381.67355,31010.5344653638,9109.85147094952,60.436064,46.64527,119.37833,184.091326029586,6483.969293,2539.573188,1503.971086,5091.936447,4656.1301304295,929.82569,4949.06552779,92.68734,0,14171.0936464366,19702.319624937,0,0,0,0,0,13.29459,2.2747,0,7.36532,4.490799,0,0,0,0,0,0,0,0,0,0,0,1.41329,0,0,0,0,0,0,5.3037,0,0,0,0,0,0,0,0,3.82502,0,0,0,34.3626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR454505",98.585543,0,0,147.06629,139.8611,588.241033,103.23112,194.1516,7896.2117611862,33.0322,0.81409,0,2518.448805,55.656,644.170678,486.68522,559.231218,58.437459,1814.038512,2683.568102,115.40022,44.12469,4643.75854,120.57254,675.30689,36357.3675029713,11460.448688658,36.8402,99.6428,103.412431,418.99727,7568.88979807327,3003.5197911,2283.458963,1850.802412,5033.925279,1933.530194,5509.890099,240.956639,0,25262.2996635236,23300.5839832223,0,0,0,0,0,147.775745,0,0,25.81815,0,0,0,6.86227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2430028",2.78091,0,0,31.933593,50.86839,157.389003,49.56834,209.69534,8460.036636,173.767,0,0,7176.583404,16.57405,971.42705,494.691934,401.497903,21.1595,1764.182922,4835.347134,30.948552,0,6405.677626,24.33238,340.3602,39111.0589619926,6305.21715,44.84667,20.993369,139.97008,183.136861,9268.938418,2909.471756,1016.3760278,2360.710035,6712.221188,871.3467,4509.5081631,70.25825,0,13840.6770070023,20743.4692514124,4.42397,0,0,0,0,4.1077,0,0,20.9225,4.79367,0,0,11.64475,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2430030",20.7279,55.6948,0,45.426637,360.599489,963.117411,83.94874,84.53239,14000.7218301929,10.7966,0,16.9857,4111.32696,27.04434,236.9519,353.610175,710.516826,85.74091826,990.36984978,6001.2762084,59.287332,10.8006,3122.147526,92.03784,347.99718,36075.2319119249,11086.3943026593,68.96614,5.712049,101.700758,188.74046,5780.03112548163,2107.63328,3726.504363,3952.401878638,3893.8636518918,2234.454345,6645.7359729,1082.877874,0,27699.8878634159,27040.7106358734,0,0,1.99721,0,0,75.9432,6.5959,0,0,0,0,0,20.068153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.997556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2430032",8.3269,39.404394,19.91898,35.592171,291.902404,1006.102386,70.31592,90.914314,13553.890505272,11.2255,0,0,4696.271634,29.68051,375.562805,209.5142674,523.57854,77.043374,729.839587598049,5767.819436,54.372678,13.025771,3684.388073909,96.284689,252.618797,41359.7850089244,10652.4326955529,45.497084,6.9481,107.55825917,169.117817,9200.05665841167,1856.0259238245,2113.68589700995,1192.177026,7433.55764829005,3022.970102,7206.25866804011,466.2460066,12.47418,27268.7693580979,25061.35403404,0,0,1.56606,11.4377,0,232.107089,1.53827,0,3.59547,0,0,0,16.19367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10029,0,0,0,0,0,0,0,0,0,0,0,1.60417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR5430763",294.674686,0,0,161.890073,1469.948897,934.845662,234.97401,148.30606,3228.652785,57.2831,26.960323,0,1387.31742,0,1519.87585,177.286816,1553.929823,79.88502,1650.332077,2880.55257071958,176.0804,0,6796.87902853,322.096534004404,362.496866,55530.9412442371,17219.0064135734,161.55755000603,0,441.834661,1495.380545,10842.3567032198,6532.125431,4991.020236,4778.151831,5447.58658091414,309.778629,4912.277467,340.84252,2.4292,29200.3979726324,36236.0717112135,0,0,0,0,2.67338,1.56871,10.119708,0,0,5.95794,0,0,0,0,0,0,0,0,0,0,2.12693,3.387,0,0,0,0,0,0,2.32219,0,0,0,131.865009,0,0,0,0,1.17429,0,0,0,0,0,0,0,44.43823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR7309271",6.331495,0,47.917433,61.19205,201.20437,1251.540548,405.8776,245.0144522,4063.999141,3.45195,5.01069,0,2869.144868,0,464.27292,524.255643,1307.26768200314,80.17339,2290.270581359,3532.92354291155,339.13591,24.4651,6701.924954,113.10317,414.71141,45586.0717243557,14417.5865115546,207.38041,0,852.644317,977.31694,11646.0197469394,3501.240532,3007.67084603974,2929.778623,8673.21903290007,933.214635223604,3307.9137578747,6.91463,667.108,25746.1243498783,29913.2596144051,2.74506,0,0,0,0,3.0565,36.8848,0,0,2.53003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8442,0,0,0,12.254605,0,31.0548,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32655,19.83892,0,0,0,0,0,0,0,0,0,0,0
"SRR8354803",34.9263,0,34.38961,6.42057,45.98864,387.02816,56.39513,42.54654,1298.48217,0,0,0,975.8582657,9.84227,127.65002,213.8034,773.6903,2.85487,1870.77743177,1319.52735,218.9276681416,24.8439,2611.2546674783,12.69739,390.89262,19498.7379798176,6086.03416188769,115.83604,0,207.90789,240.16423,3849.96237181913,2500.57987496,1994.4467603,1864.51442360553,3607.65435778047,319.25799,2256.480740701,243.526,0,13017.3167112194,13471.0134709052,0,0,0,0,9.9819,39.20198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.68311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR5218243",0,4.35047,55.55337,164.73353,342.7335930224,1160.7450010085,383.11823,13.90924,7605.61910633225,27.91697,0,0,1261.04502,0,720.91257,929.13637,2706.22290000593,54.407892,2327.57499,2754.8587351,352.186822,0,6681.1117342341,14.05907,291.8135012,47549.906737101,15844.0836183488,332.76519,0,646.043107,387.90044,12946.13521134,5461.4570035,3045.75413,3431.90929100087,8751.999565781,1374.39220608823,7736.37131188023,191.54131,21.26415,32560.191104011,33274.5167636466,0,15.9995,12.26003,0,0,5.33922,13.09862,0,51.13541,0,0,0,16.74627,0,0,41.823,0,0,0,0,0,0,0,0,0,0,0,29.5859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR14868527",58.41082,0,32.40179,99.05226,378.2741833955,1880.00644200059,501.99202,88.6677,14114.885001,62.7942,0,0,2313.028809,0,761.679,974.03394,3469.08223800561,139.89424,2881.7921595,3468.47795992,329.70023,0,6759.93023571507,31.22237,358.468546,57454.1463656623,19879.3755785244,384.250857,0,813.3569,495.69466,13706.5934172051,6808.23684885595,3498.99572580107,2508.5936821818,8167.68852510233,2193.76641515219,10539.405489705,1125.22309,31.868,41720.4864272661,38819.6030012177,0,0,0,0,1.20803,54.772399,0,0,59.5187,0,0,0,41.21805,0,0,62.8547,0,0,0,0,0,0,0,0,0,0,0,34.2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8294673",49.1079,0,21.55071,25.0269,790.0471,447.28523,193.3246,163.57285,5995.74025055305,14.9302,0,0,1916.45231,0,924.51715,502.18386,1959.20625,37.7605,876.73082,2087.996736,206.52896,0,5771.10285201402,22.1033,157.262,32505.4889794562,12684.9149388733,147.9619,0,576.835589,247.75233,13986.584553486,5616.731716,3758.748468,2069.96841,8126.14441799601,3050.64371,4521.24206010559,1.59702,0,19370.6922349635,40043.868668185,0,0,0,0,0,0,0,0,35.8639,0,0,12.18711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR5367860",5.96096,0,90.906518,10.495463,252.481751,864.55011337727,429.53656,134.316896,8342.1262746247,26.731443,10.88626,2.92311,2608.175966,2.67194,348.45059,524.201882,1739.5291176,37.466958,1547.658696,3473.83453939542,140.43987,2.97253,5314.56607709593,98.569393,506.382055,35217.4928254613,13566.3623908013,192.97294,0,700.808793,557.710691,8375.84326778654,4405.29934343444,2749.0838766,2927.608718,5617.59905160177,2346.34409301271,3775.23729509131,177.10354,0,26946.2621117953,26427.5595427482,1.47859,2.43308,14.4986,0,1.45776,1.58142,0,31.27361,30.34366,7.56925,0,0,5.62153,0,0,8.7846,0,0,0,0,0,0,0,0,0,0,0,2.64335,0,0,0,5.14907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR7340056",0,0,111.994759,58.21706,242.419144,1552.984927,288.42793,59.26337,7001.82444557315,69.57011,27.39384,0,1141.829195,0,229.25479,758.268059,3115.928252,47.18087,1693.573157,2472.49037,404.07041,0,7611.87394922154,333.464458,108.44314,42333.7629811291,16028.081125,305.60339,0,663.17842,703.745593,10209.6746155,4695.677047,3702.9180085,3310.4644453229,6206.72694000084,7312.496747,5263.631448,695.66471,0,30597.862925847,34552.5672687463,12.6502,0,0,0,0,2.14272,1.14184,0,78.75096,10.86146,0,0,0,0,0,47.1866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7972,0,0,0,0,0,9.9683,0,6.364902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR6745738",51.115747,16.51581,251.720407,112.220374,54.60862,362.859937,244.98293,120.302421,2648.86754313485,38.86829,17.30359,0,323.362537,6.02964,2493.5111,1070.2087,1352.09214751964,142.396262,2882.00960735256,2576.0917223,81.883524,1.69006,5539.973762,147.938011,91.7364,37864.1310705886,14525.639436737,131.78791,3.63113,209.707049,595.9497534539,14213.99911672,3717.25840154,2259.94842957,1539.8079166601,4777.43879319734,103.30742,4039.984826,81.76782,1.92515,23286.6014626026,28029.9097508077,0,0,32.64065,0,21.1732,6.16286,7.54715,4.58297,0,0,0,0,11.63078,0,0,6.71391,0,0,1.05916,0.96177,0,2.45436,0,0,0,0,0,0,0,423.088,0,1.39516,0,0,0,4.09373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR10352205",993.80183,33.73983,263.408733,96.832477,94.412463,172.514134,109.33094,33.435236,1236.834165591,1.05512,28.723483,0,819.21869,86.5658,2497.56065,287.095862,1781.73770332677,10.74928,1138.35141874997,2149.10993949831,35.285264,39.065363,7162.71797623971,393.46766100504,740.071615,23359.1434597948,9714.39722966249,173.992719,0,432.95394203238,341.128337,6130.0108550822,2584.59732123672,2216.33121100573,1644.08064430817,4712.21041589946,58.687727,9446.07037252043,71.08644,11.81082,29031.4874764314,24344.9399568698,0,0,3.25844,0,0.735384,3389.373674,98.852998,1.52678,0,48.7652793,23.792422,2.204486,10.80509,0,2.87867,5.0849,110.599912,0,5.558,0,0,0,0,0,2.256484,0,0,3.19752,0,0,0,5.44272,0,0,32.455466,69.072449,0,0,0,0,0,2.64807,0,0,0,0,0,0,0,1.06737,0,0,7.540721,0,0,0,0,0,0,0,0,0,2.02746,3.49334,3.4452798,4.84824,0,0,0,0,0,0,0
"SRR10743033",0,625.62271,55.5182961,99.323944,476.749096,732.090704,152.35163,23.8555,5125.01020111989,82.6492,7.77449,0,2964.3093306,8.26774,10560.88876,492.22794447923,3031.63165641195,168.653701,3074.8975393115,5039.8837980126,358.72826,12.74914,5412.68861620019,29.0727624,136.4414181022,45519.5435778442,18714.4258998508,172.1809244,3.24213,393.05826,511.612625,11192.422212406,5318.6574786882,4370.595594067,1566.07739840327,10920.4005823668,2343.47943786624,12529.4744806695,231.22805,0,28477.2534894013,34343.5110660927,0,0,12.801768,0,0,9.7297,107.32014,0,0,12.7659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.3091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1199268",0,28.8118,38.92052,103.62663,788.8661573495,3442.606794,258.77879,101.68769,5767.43615233947,0,24.862113,120.93784,3883.110399,0,781.988,491.58191,3404.140745058,291.8929,3321.598034,3860.053386,425.59435,158.69102,10528.640332993,212.807398,168.6687,49074.0229696687,19533.2454615733,304.09766,0,674.806877,448.85327,13757.4187717304,5376.9360661204,3761.187013,1437.06085130524,10400.479642213,81.620612,7674.04880186042,144.19541,0,26389.1893284205,42344.1787006737,10.398589,0,32.07523,0,8.05483,0,6.84048,66.830265,0,99.36593,0,4.02286,0,192.8205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1197522",282.99985,68.23355,96.01878,203.6172,205.46818,3873.4376,203.28473,219.71985,7673.4757,0,74.43462,77.71435,5991.36905,0,2061.58008,384.27546,3235.762431,306.66629,3153.342583,4707.985283,636.89734,81.00029,8591.604985,192.650693,91.14788,49370.2698602033,24518.6293,312.4628,0,1030.469873,886.64009,13845.493884,6702.91905,6011.493151,1295.390064,13015.2788118685,759.42747,10585.8334735514,302.85334,43.39653,33450.036751407,51987.2633184429,26.19646,0,46.21764,0,0,4.62821,18.88495,13.46678,0,77.2242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR4072794",71.52114,0,6.78706,39.668,57.51451,182.57188,61.70821,2.94884,1815.4293,59.7568,22.627976,0,389.641835,2.11324,828.561,137.94925,1905.5442998155,30.8816,1389.73085,2250.04409748101,85.22257,12.22817,3345.32535266588,95.03499,130.30349,20425.0044305333,11360.056181015,159.291257,5.56859,585.28968,412.96654,8386.90486130061,5992.634616,4782.769012,802.671665,5070.65353057595,500.353707,3509.00507188,244.7868,0,17045.8525369409,25732.686060206,0,0,0,0,0,5.10199,0,5.97923,0,0,0,0,0,77.8593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8599817",11.183216,26.37543,25.37996,171.976821,328.1170093,7109.59614,130.26335,43.60001,5087.021087,0,27.036417,107.083301,1565.912567,1.35914,1324.45077,308.957412,2788.31153974128,121.8248468,3028.9519936,4827.9190500675,128.20405,8.474,7302.88800770365,28.231656,110.150088,30212.6528238083,14754.6285551694,229.85018,17.06048,800.766434007443,534.448416,7552.802170201,6202.24898938317,4898.2196484873,1080.43800335,8372.39380745138,174.713821,7370.93058663778,251.825503,0,19697.8044202098,37646.6321407395,0,0,1.15205,0,0,54.614352,26.21036,16.49193,0,56.2162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29185,0,0,0,0,0,0
