"accession","Ackermannviridae","Adenoviridae","Adintoviridae","Adomaviridae","Alloherpesviridae","Ascoviridae","Asfarviridae","Autographiviridae","Baculoviridae","Bicaudaviridae","Caulimoviridae","Chrysoviridae","Flaviviridae","Geminiviridae","Hepeviridae","Herelleviridae","Herpesviridae","Hytrosaviridae","Inoviridae","Iridoviridae","Lavidaviridae","Malacoherpesviridae","Marseilleviridae","Metaviridae","Microviridae","Mimiviridae","Myoviridae","Nairoviridae","Nimaviridae","Nudiviridae","Partitiviridae","Phycodnaviridae","Pithoviridae","Podoviridae","Polydnaviridae","Poxviridae","Reoviridae","Retroviridae","Salasmaviridae","Schitoviridae","Siphoviridae","Unclassified.viruses","Chuviridae","Coronaviridae","Fuselloviridae","Hepadnaviridae","Lipothrixviridae","Mitoviridae","Picornaviridae","Pseudoviridae","Secoviridae","Virgaviridae","Zobellviridae","Iflaviridae","Corticoviridae","Fiersviridae","Leviviridae","Ovaliviridae","Parvoviridae","Tobaniviridae","Closteroviridae","Marnaviridae","Nodaviridae","Dicistroviridae","Lispiviridae","Peribunyaviridae","Tombusviridae","Nyamiviridae","Astroviridae","Demerecviridae","Endornaviridae","Filoviridae","Pneumoviridae","Potyviridae","Totiviridae","Orthomyxoviridae","Circoviridae","Paramyxoviridae","Cystoviridae","Phenuiviridae","Tectiviridae","Mesoniviridae","Tymoviridae","Drexlerviridae","Hypoviridae","Bromoviridae","Caliciviridae","Rhabdoviridae","Atkinsviridae","Botourmiaviridae","Fusariviridae","Narnaviridae","Solemoviridae","Alphaflexiviridae","Cruciviridae","Mononiviridae","Picobirnaviridae","Solspiviridae","Yueviridae","Arenaviridae","Qinviridae","Bacilladnaviridae","Artoviridae","Togaviridae","Chaseviridae","Genomoviridae","Guttaviridae","Polycipiviridae","Bornaviridae","Mypoviridae","Bidnaviridae","Xinmoviridae","Mayoviridae","Polyomaviridae","Spiraviridae"
"SRR3105702",0,0,65.29143,158.25951,559.44068,507.53215,20.277632,52.60551,1654.803421,13.30031,0,0,7116.22520701041,0,26.5215,574.93882,1232.711745,94.3033,1756.434057,2550.936055,0,10.24811,4432.859685,44.237,328.46644,37677.9815865203,15507.6911290042,58.78661,0,362.93442,873.94476134361,6197.6797876335,2756.21492527821,4068.869515,1745.3458105688,5169.8297388,34.19326,4999.57136310565,37.91268,0,25097.026358465,28454.1630852863,5.4471,0,12.3851,61.62677,23.37052,1411.91276,45.10786209436,26.23948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71478,0,0,0,0,0
"SRR3105703",57.99483,0,30.51999,22.82847,2883.573482,243.32019,23.2602,6.60027,2755.739298,24.4623,95.15937,0,2338.371854,0,1234.8169,1275.94516,468.025871,5.61869,2855.44749,2743.634226,794.86554,0,1219.466549,1132.4263992621,415.973019,36083.2836190295,24914.096534444,24.58706,0,191.22619,431.91982,3453.34633177281,2764.60506398318,1265.165318159,2402.692493,3390.4576413,0,4285.33538000283,61.3201,0,35736.4994198528,70987.4760707,0,0,0,0,0,7.90188,0,155.95367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.7134,0,0,0,0,0,0,0,21.3244,0,0,0,0,0,0,0,0,0,0,0,23.8414,0,0,0,0,0,0,0,0,0,0,0,13.8572,0,0,15.2402,0,0,0,0,0,0,0,0,0,0,0,0
"SRR3105704",0,31.319844,11.71107,199.012224,160.897601,177.31183385463,2.962366,167.9539,1867.14942433,14.13978,135.83239,43.3827,20567.8610325154,4.88457,91.80309,237.103847,2370.02553421344,191.842185,2474.50661183496,2240.200809,243.914854,3.289704,3670.667493,1158.096141,219.479381,44869.6737658577,15334.4828782268,119.93659,0,527.1728837,707.71736779,7038.76404886112,3340.87381662481,4332.8345584182,2507.116264,7078.04925148107,14.88024,7393.5749758748,0,82.360210682,27854.6638617876,36086.9080463166,12.33752,4.88139,44.7276,16.77269,29.94274,90.562677,17.97618,59.181257,0,40.09569,0,0,0,0,0,0,0,0,0,0,0,0,2.71559,2.35226,0,10.83884,0,3.15811,0,0,0,33.73615,0,0,1.89385,0,0,0,0,0,0,0,0,0,0,23.547618,0,0,0,0,0,0,0,0,0,0,0,0,462.60181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR3105705",0,0,0,0,294.9747,0,39.518,0,1604.823367,102.9314,0,0,5377.76368801244,36.1868,116.28336,153.52478,681.4755,0,4348.0350857,1576.63836,390.9529,0,4689.718698,0,344.493668,42774.9214539274,14869.105409346,8.47847,0,223.2062,803.52439,6117.9182855,2489.10655,9326.681034,1842.78636,6891.250101,22.1077,5622.72092392328,0,0,24148.7138363956,26438.673835829,0,0,0,0,0,299.246,7.50837,0,0,3.24213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8641368",0,0,1027.044777,0,347.33434,0.85634,0,0,2754.889045,0,0,0,501.947792,0,22.1463,0,16.456749,0.722728,30.887158,166.764509,0,1.45431,12528.2245139,105.551008,29.635401,21245.3412226,8819.029987,0,1.05316,0,1.27657,7319.854338,797.000319,3312.291273,10630.35261,3494.083754,0.547537,6617.4390029133,0,0,1937.057447,16008.3507510012,0,0,0,0,0,0,0,11.734973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8454196",7.66287,39.67406,913.922524902356,95.19363,1533.563975,797.40728,93.3623,41.44963,2568.9481947,22.3864,56.658684,48.91572,2582.193053,76.7907,518.487,255.25044,1677.6765287,272.44445,1802.22697,3419.426311,394.976181,2.71315,5620.54511955,280.304528,184.50069,49406.3965054614,13491.7272141822,139.77451,9.68761,221.051852,706.545490210492,10830.9929330249,4103.13916164246,4396.1512984342,2530.6773303,7302.208366,13.40134,6676.06394858168,64.42183,0,26980.9299681619,35101.1218579127,2.93315,0,0,0,0,515.06275,0,0,0,32.59,0,0,0,2.97723,0,0,26.10638,0,16.38407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47478,0,0,0,0,0,0,0,0,0,26.46342,0,0,0,0
"SRR12179257",306.668296,0,35.379409,59.9329,477.65604,116.494922,124.92296,186.996786,1074.467118,99.346981,0,0,4070.562968,0,916.080771,258.424546,1058.781556,74.771454,2008.243554,4299.6945777,140.001377,34.8332,5228.3725347,138.98677,476.668869,29318.6411227417,12752.2894819036,224.053047,0,110.627704,408.81382,5502.735437,3164.096507,2828.513863,1109.277776,5826.007725851,0,3351.9092474426,122.53203,0,20037.9395464667,24334.69543606,3.068999,0.848774,7.82979,0,0,0,1.64525,50.812202,0,0,0,0,16.784605,0,0,0,0,0,54.8262,0,0,0,0,0,0,1.837637,0,0,0,1.5295,0,1.561033,0,0,0,0,0,0,0,0,18.7369,0,0,0,0,0,0,0,0,0,0,0,9.79908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668898,0,0,0
"SRR2681155",73.612624,0,6.263485,19.90372,218.831639,361.003199,82.56151,32.562305,2839.32906495669,1.68068,201.672727,0,530.14971606363,0,519.397,46.345167,1367.02898639813,86.246096,1567.52575816933,3011.74015970765,51.87253,15.0341,3248.69612457979,714.675215659756,314.677216,30219.8509152047,9243.14701538112,145.745673,0,61.883196,422.569054,6472.19973625656,2346.20328088163,1595.78648337112,3773.49328080673,5060.91325676118,1933.20510685,4593.8114897269,91.23148,0,14138.0596405046,21607.9645597731,1.598175,0,0.563215,0,0,45.596756,0,13.8824,0,0,0,0,23.1473124784,0,0,0,0,0,0,0,2.10733,0,0,0,0,0,0,0,0,0,0,0.88416,0,0,0,0,1.22899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469354,0,0,0,0,0
"SRR8491950",8.460633,0,311.871319,0,17.98945,60.19991,17.943,0,16884.1416356,1.76449,39.5395,0,53.55478,0,1358.10482,67.83556,153.817264,0,1284.671461,806.577718,0,10.62396,1116.211463,100.21638,950.096885,10761.605150967,5961.19325097627,71.08394,6.53146,44.534256,222.54288,3865.17742192668,325.63677,1277.816817,248.117416,3878.407434,1249.331012,3040.799972,3.51318,0,10512.7640130581,23507.6806601,0,0,0,0,0,14.2527,0,0,0,0,0,0,2.43911,3.35774,0,13.9324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8617822",202.37356,29.72395,161.84939,81.74254,152.95717,178.89558,35.54952,92.0783,2354.617479,23.10784,18.9726,0,5845.128179,0,173.309808,449.77522,836.742785006887,174.895385,1730.1351819363,1863.1285932,175.4532,2.30931,3572.58494937676,341.266013,286.771843,31159.2349341551,11810.8664925233,190.608705,0,259.49927,480.514472,5347.723618217,2822.52685761708,5335.59141302614,1975.186644,6369.22281024279,30.45514,5474.47681977781,64.43845,0,23099.0664042511,25299.1779658024,20.064412,0,0,0,52.21629,0,13.33703,19.707349,0,38.34266,4.87691,0,2.48395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1564,0,0,0,0,0,0,0,0,0,0,0,0,179.95815,0,0,0,0,0,0,0,0,0,0,0,0,10.02028,0,0,0,0,0,0,0,0,0,0,0,3.94967,0,0
"SRR6375633",16.771887,111.2158,57.31376,62.474110188938,269.652031,418.10837,42.135307,285.89265,3021.352177,0,32.041527,0,5394.79103,0,384.67558,234.835297,1367.931144,106.41907,3101.92561,4096.0009461,331.83204,1.6319,5457.309627,367.668242,242.43526,56851.02551162,13678.9056739276,242.84502,0,251.402083,675.39111,8784.0301896,4387.896279,4661.589771,3031.9424007421,7590.339892,25.20528,8236.60213700176,314.3604,0,23775.3738011386,35768.0796603291,0,0,5.50396,0,0,4.78346,0,27.119232336,0,39.5515,0,0,6.728072,0,0,0,0,0,0,0,0,0,0,4.070367,0,0,0,0,0,0,0,1.0921,0,0,0,0,0,0,0,0,0,0,0,0,0,57.70357,0,0,0,0,1.36213,0,0,0,0,0,0,0.534521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8524599",588.170733,3.4209,6277.015437,19.06647,1462.058862,26.17486544834,20.36768,9.20306,1879.3022402411,0,8.08068,0,5862.839913,0,1484.555071,107.475443,174.707685,18.263744,445.249772,1144.26571201,115.263,0,1281.8771,17.716388,418.325106,31069.8664458,5944.1685505,416.011336,1.5662,204.72739,119.224584,5798.867753,4362.803159,3778.709668,355.302379,15022.08062615,1.5289,5044.085692,2.62286,0,12446.9954826,30821.1979209321,0,2.27752,0,0,1.16946,2.848876,0,58.751302,0,4.46132,0,0,6.06529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.12092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30445,0.64604
"SRR8506641",106.0868,0,182.41303,190.4273,371.49132,1020.02296,125.3643,88.36479,3036.217961,48.5421,0,0,5182.2472139,0,660.11078,344.09627,2098.99109,194.17825,2458.09395,4615.61973,79.22481,0,7663.520704296,5.07366,468.34325,46704.9666458152,14529.187196,218.79189,0,380.92555,765.56856,8494.45120000919,6680.012704,4622.717209873,2064.50097,8956.02168,99.53251,7823.892118,238.48811,0,27723.267875857,34663.6109484703,0,0,25.422,0,0,6.77228,6.41378,15.16931,0,83.001,0,0,0,0,0,0,0,0,99.7561,0,0,0,0,0,0,0,0,27.8407,0,0,0,58.1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8638116",0,0,8656.00969,0,0,0,0,0,3.0924646,0,1.531798,0,3.32609,0,0,2465.39439,2.92618,0,1511.0699728,1620.720048,2.78739,0,389.4174,950.643542,81.5856,4260.970496,54768.7336321,53.687042,0,0,0,274.350487,329.065741,1170.548449,243.163616,20.31428,0,1297.51833,0,0,48711.8216384,18300.112497,0,0,0,0,0,2.64597,0,0,0,0,0,0.850085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
