"accession","Ackermannviridae","Adenoviridae","Adintoviridae","Alloherpesviridae","Ascoviridae","Asfarviridae","Autographiviridae","Baculoviridae","Bicaudaviridae","Caulimoviridae","Flaviviridae","Geminiviridae","Hepeviridae","Herelleviridae","Herpesviridae","Hytrosaviridae","Inoviridae","Iridoviridae","Lavidaviridae","Malacoherpesviridae","Marseilleviridae","Metaviridae","Microviridae","Mimiviridae","Myoviridae","Nairoviridae","Nimaviridae","Nudiviridae","Partitiviridae","Phycodnaviridae","Pithoviridae","Podoviridae","Polydnaviridae","Poxviridae","Reoviridae","Retroviridae","Salasmaviridae","Schitoviridae","Siphoviridae","Unclassified.viruses","Adomaviridae","Chrysoviridae","Chuviridae","Lipothrixviridae","Mitoviridae","Pseudoviridae","Secoviridae","Virgaviridae","Ovaliviridae","Parvoviridae","Closteroviridae","Marnaviridae","Nodaviridae","Dicistroviridae","Peribunyaviridae","Tombusviridae","Corticoviridae","Nyamiviridae","Picornaviridae","Lispiviridae","Astroviridae","Demerecviridae","Endornaviridae","Filoviridae","Fuselloviridae","Iflaviridae","Pneumoviridae","Potyviridae","Totiviridae","Orthomyxoviridae","Paramyxoviridae","Fiersviridae","Hepadnaviridae","Cystoviridae","Phenuiviridae","Tectiviridae","Mesoniviridae","Tymoviridae","Circoviridae","Drexlerviridae","Hypoviridae","Bromoviridae","Coronaviridae","Caliciviridae","Rhabdoviridae","Atkinsviridae","Botourmiaviridae","Leviviridae","Narnaviridae","Solemoviridae","Alphaflexiviridae","Cruciviridae","Zobellviridae","Picobirnaviridae","Solspiviridae","Yueviridae","Arenaviridae","Tobaniviridae","Qinviridae","Bacilladnaviridae","Artoviridae","Togaviridae","Chaseviridae","Genomoviridae","Polycipiviridae","Bornaviridae","Bidnaviridae","Mypoviridae","Mayoviridae","Spiraviridae"
"SRR5353282",12.23263,486.462,566.362188278715,47.12606,265.542730004173,68.0507,7.13059,5397.26921541,26.2609,34.92511,1267.09485,9.18187,198.46902,154.98654,556.567817,251.70454,4372.328127,2088.7968477991,99.94635,18.05996,2659.916563,139.20991,310.700654,30125.8558954837,11807.1555456429,31.61545,15.15501,223.12299,86.93957,3577.59602448399,3067.085518608,4356.158206,820.835403999999,2957.925757,111.66415,2893.1737359527,181.5863,21.41779,19193.16271392,21941.860011116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR14583829",59.184528,0,0.964668,374.510308,737.287748,95.10747,58.775583,8768.15430694,13.9261,32.61723,2796.486651,0,1099.40416,212.663354,825.40413987542,92.311822,1408.8619405336,1874.4835616206,180.56627,27.246386,2789.760285222,164.893181,245.157589,30535.7062085153,9756.53368248861,110.52628,8.01117,209.816957655,229.508217000518,6148.25025341651,3926.32399228961,3206.95320463332,1254.895334,9141.02689639173,210.233053,4481.82945506805,78.44007,0,18491.8514397629,20105.4176702129,25.04375,17.100198,1.62844,2.06623,260.27891,14.93813,8.69649,3.50744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR5353274",0,0,7073.34622211445,3.35476,25.050405,35.44798,0,259.57835,4.30624,0.490817,1885.47409,0,80.9361,0,65.8739,0,144.193710066838,563.46887948324,9.83552,0,367.0519,178.835031,100.34814,2905.190133,694.034237015539,0,0,16.43153,7.54992,555.485392,274.85848,1819.31606,2434.148283,1480.602802,9.56068,928.686204,3.2502,0,1646.8374,9889.690401,0,0,0,34.1763,0,6.45806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1147311",34.798029,1.65082,691.681803690093,367.069688,19.735391,44.40901082122,50.207183,760.4037323,8.775147,35.587668123,1890.322204,2.38244,204.695453,135.382549,146.471248,3.333926,1240.93855204929,1491.95284005264,15.091976,9.850494,1302.0658737,320.96350195,56.106645,7232.15048776065,4849.89320155494,48.99655,8.11089,71.649655,129.208175,1497.66695852134,1565.82049093,694.337630784191,604.453020171503,1591.14775271212,7.01537,4035.32925908164,18.3973,0,7435.9845600298,9394.59121922485,3.5138948,0,0,5.712219,2.89423,7.772002,0,18.227,4.356434,1.410869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6766872",34.06144,25.95912,135.959634,44.635894,189.497109,51.96965,35.77947,1642.82824596244,10.40228,70.831816,1271.834591,2.62954,171.272265,122.47569,674.366844,37.2208,1131.90254142001,1384.62402921326,118.224667,22.101045,1862.77714425865,152.865987,249.188376,14303.0636575115,5457.44482688413,84.412874,4.23377,191.710205,196.415888,4014.19622195323,1486.4778697329,991.9305438261,1541.44702558328,4479.729499091,191.332224,2952.60319115048,61.6544,0,9640.93252076081,9612.90881836676,0,2.40974,0,7.01353,104.125457,2.10815,0,0,0,0,0.776639,2.49145,4.42153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR9332008",0,0,4.443221,4.79345,60.16281,3.23835,2.29457,172.77437,0,43.251168,113.450119014544,2.09579,17.1227,4.60245,69.983349,0,80.06755308327,165.8676623,1.06,0,310.400946046511,240.12829111,2.03901,1541.48291920048,347.6841,15.90501,0,9.45603,20.409402,404.711249,233.643699,211.442065,351.82031787,716.45346,224.230693203696,458.947429329,11.17705,0,801.91866,2019.74305013232,0,0,0,0,0.604621,7.32884,0,0,0,0,0,0,0,143.39297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR12687642",0,232.21442,1555.384867,358.76335,3002.412339,120.1662,1.77138,2765.65492582,8.4704,4.424053,912.86257,0,1190.517078,561.239999,714.510842,8.87466,3488.027679,10059.740918,436.26769,8.74887,4679.426762,142.898666,369.00489,27159.5052781211,8073.61182778473,442.33447,16.73458,811.66427,243.347896,7904.056029,4436.734496,1764.4360723,4613.57258685516,5594.29842809215,17248.8513670006,2220.03727,203.63546,0,15345.025900786,19074.6413435316,0,0,0,15.47066,0,22.07612,0,36.47346,0,8.86621,0,0,0,1.37779,2.38092,22.93026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6998662",107.041,127.2496,228.283099,44.83156,437.113319,60.13186,3.1102,1675.027999449,12.91004,41.1464,566.97754,4.83939,136.3631,302.95636,1179.83344,0,1200.13540325842,2195.156381,69.09415,24.5698,1752.07143559092,439.393900000497,146.99369,17661.5644500983,8020.6380710824,267.13556,27.12933,224.22181,268.983,3867.495793169,3869.0653681628,1525.333045,1886.368931,5095.73551947118,98.3572923,4431.59760726226,255.0359,0,16483.0626322427,17686.5192044107,7.52959,0,93.35129,10.7419,5.86464,34.54269,0,6.51904,0,100.74147,0,0,0,0,0,41.4652,3.03354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1972516",0,2092.09135,21.3693,502.423221,95.87502,20.829468,4.15492,8967.10797,7.82093,15.12686,138.11773,0,326.568,116.2215,474.651433,10.20239,399.250911,1751.726229,15.15982,13.23948,1495.565903,157.819838,123.46869,12200.366454,5701.606202,312.79446,2.34534,87.804038,108.20354,4229.415739,3708.76174,891.9851,3733.17483309102,3775.62523,149.08522,1193.325882,55.5848,0,12453.9637252767,19111.332833,5.40848,0,0,6.99846,1.2832,8.47482,0,4.47484,0,5.43014,0,0,0,0,0,0,7.40906,17.44362,2.34785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1514880",0,399.52326,212.42199,187.64105,2612.60317,94.02887,54.84108,9293.99359,35.7051,21.7302,498.3425,0,280.459,369.09627,4345.32536,7.64679,2522.72958,11161.5001050139,307.0234,0,4295.31732,93.13513441,276.8535,23862.77518692,10326.04599,2390.64458,41.0468,1358.90657,299.14763,12350.04778,5746.49389,1834.79457,3536.0398,5319.57524,12072.21239,2356.135053,30.52351,0,24186.105777733,31122.523608,13.65658,0,0,23.29817,0,15.19973,0,23.3668,0,19.54305,0,0,0,0,0,0,5.36151,0,0,3.97904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8464846",21.724565,1.765101,85.268928,196.945155,425.319777,81.01735,49.322946,1997.56768957911,17.66806,40.042182,606.9934873,0,405.4001,457.393914,2145.56677004336,98.011501,2010.107114,2719.95671383172,38.43353,14.6278,3811.18754049559,134.269088,200.715371,26057.3903824552,11647.7344377262,105.022565,0,159.049635078543,344.804341,9533.71532430195,3339.246769,2325.84611112925,1027.20672,3991.97942117121,486.0329392,8179.09871012164,0,2.89011,17431.327325927,22554.0376453754,13.94581,0,1.01208,2.661259,7.768996,0,0,0,0,0,10.26996517,0,0,0,0,0,1.06608,0,2.795816,0,2.5779,4.94982,1.01543,201.847629,5.011116,9.64458,48.364424,3.72537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR9606756",279.7221,96.95375,13.26028,345.639203,199.865062,42.37984,14.78095,5812.558114,12.89078,0,3509.9139192145,0,6820.05684,349.54288,440.964969,4.5873,1553.052723,2701.077132,16.5593,7.45472,4167.59688600249,14.5044,192.67072,32223.3151796881,12043.983408319,12.60773,0,99.0883400113569,246.06223,6069.776728,4982.755477,6115.593205,2797.110137,9310.8629038,8724.903357,3527.355291,37.55053,0,14460.2283007048,29454.4974200268,23.50392,0,0,0,27.17756,0,0,0,8.69375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8293935",36.20091,0,860.682396999999,387.343485,191.889671,89.13413,59.69876,974.142652446288,89.414,672.04671832374,409.482072,4.565169,1410.981,274.066447,2115.8597363338,55.9240400375354,1918.5177372559,3412.50729469,48.549,22.45859,2983.40571959,1653.77370912954,157.353887002638,40247.5413921715,11083.5857759316,889.9051,7.07759,375.374022225087,406.12046676328,8197.9554262151,4630.36939049,1593.4851837,2289.15634500423,4324.0680425125,1044.237401,9291.04137209392,146.099072,10.18049,17776.749196944,26989.9020896973,5.814592,0,1.35903,1.09786,30.09768,6.77711,0,0,0,8.4403,9.06677,0,0,0,0,0,0,0,6.73387,0,0,0,0,0,0,0,2.694055,0,0,639.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6512852",649.1444,49.1183,161.719128,930.519234,201.719236,86.10041,19.822936,2542.2118709,28.7592,19.622143,1883.276584,0,762.2511,500.678345,768.214683,113.396348,1416.51158,2032.88728870591,1.79976,7.56805,2607.89948,66.408087,88.023089,27003.1120924405,10364.4458342236,45.97804,0,89.250193,304.5401,8475.29516460468,2694.0363988,2523.438003,1928.122615,3349.821733,3376.06962100034,6394.1143617,59.99216,0,13671.9273489499,26785.3935434617,44.98802,0,0,0,12.43901,19.08591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8386112",26.638409,0,439.8448278,63.450384,113.119,62.01693,35.689565,1317.24310402677,15.117781,37.971068609985,690.399806,7.47127,2281.978411,375.430065,1131.47960629872,37.123,2262.96644586,2139.34440250602,83.3031,9.150537,3929.55455194059,149.337080326573,195.168462,23430.2284435587,11310.9575956882,90.071674,18.330442,155.727697,271.8707471745,8413.97517915424,4025.56543754,3333.729662747,929.202743,4365.4532994,130.807721,4644.21208748998,50.8561,19.39462,16319.2527826919,22972.8587358398,14.99402,0,1.20171,8.355135,26.777846,1.49702,0,1.498441,0,1.91636,2.410831,0,0,0,0,0,1.07106,0,0,0,0,0,2.71178,264.346848,2.946685,0,93.073895,5.76285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR15714765",11.55338,30.10673,27.19517,15.54348,205.75078,60.387796,40.16206,803.762212128804,36.1111,16.08689,568.48785,0,1411.26818,98.50547,883.006836001058,79.69433,708.508156,1172.21324,75.09801,15.31225,985.670748,173.637333,133.37691,17340.5442421437,8695.52314439935,57.743751,12.11004,254.45507916,208.488358,3454.030197162,1578.439722,3110.0471806176,702.634811011264,5148.39652180001,93.81504,3150.9573463,518.42776,0,9332.19412676093,15247.7105990748,11.92807,0,1.62629,0,2.23694,5.33875,0,6.22626,2.8139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6917,0,0,0,14.85645,0,0,38.05889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6023958",0.305114,4.782377,877.90357798191,13.708271,60.7637579,4.9423206,1.186759,80.541521200432,0.619438,406.35712503779,17.665174,2.437141,13.5623,10.1455996,63.8405218,2.639668,68.0239029384885,565.05266703997,13.84473,147.8587906188,138.954654400082,1296.0478985,1644.100842,721.503685839188,499.821135304669,3.590517,0.963732,6.6546275,16.487211,189.083618000111,95.6492082103299,221.184670058075,188.20337243868,204.35229577,0,1169.53671593115,2.270097,0,806.582288750001,2087.86081597506,0.648277,0,34.2783919,0,0,23.479727,0,0,0,0,0,0,0,0,0,0,0,0,0.324577,0,0,0,0,0,0,20.397558,0,0,0,0,0,1.658227,16.1271929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR15275182",71.4651,138.063981,182.838394,66.08558,3412.867164,57.076553,33.91526,2935.465389,8.01599,110.675426278119,503.795315,0,916.03325,94.111399,523.0868604,52.107648,1202.46903118584,2078.66632650641,87.3375050516,3.60152,1077.8873075707,359.440025,99.97386,18229.4251876947,5193.87966912489,62.55149,7.04161,210.1948895905,90.742775,3028.92994092744,1362.1792711079,1611.769003,952.06709012289,3460.226357,26.10125,6976.61149109211,219.2364,0,13196.9414640583,30861.4247976585,6.86284,0,1.51138,0,4.649388,3.06425,0,0,0,0,0,0,0,0,0,0,2.56077,0,0.648697,0,0,0,0,1.02283,0,1.65758,0,0,0,0,0,0,7.79164,1.73211,1.05349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR7348691",7.97969,476.051,76.3133406,162.119501,204.54148,40.53764,133.90321,2377.13809288432,16.7839,54.07587,1300.22213816,0,1577.03974,169.503419,1498.251165076,59.34904,929.917326,2698.751237,125.369062,11.21797,1557.439812,56.85633,308.238464,19122.3081606711,6595.05572248919,96.5306,8.378325,365.360539,212.85025,5280.3542748099,2362.272106,2561.480248,666.720459,6286.11853500001,10.42053,8817.0148864869,0,0,8019.23308016318,30973.7691815579,2.62497,0,0,4.24231,49.6827,0,0,4.80867,0,0,0,0,0,1.99001,0,0,0,0,6.06783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR10957072",1.840731,137.18755,44.6833,309.41089,149.47246,30.5535,43.471976,998.02861121054,4.77678,49.863747,819.03511,0,390.519177,71.656874,487.341860070024,35.58097,367.68714006324,1721.42847266771,100.94255,7.834886,950.848182005828,117.715443,114.510533,11466.0433861933,4178.423166756,21.31646,3.78881,146.114349,130.838893,3360.91499508976,1532.612448,3242.960456,1022.31219856572,6351.86983804538,966.066365,3316.2259249685,4.84581,0,4837.03844128033,11807.9366435419,3.95903,0,28.701165,0.942709,13.44419,0,0,1.3255,0,0,1.92218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8784138",5453.608876034,263.4128,26.6473,330.69247,273.252803,114.0872,121.578052,3206.51654,34.73802,0,1289.97936009861,0,674.83433,239.10274,847.171180000001,67.96418,1350.18347,1231.61353,434.231287,0,2788.175548,0,294.543037,23822.5692085561,19548.443148,120.75823,0,154.627979,380.45163,6362.22898976471,3439.746848,3016.17679,2463.8058916944,4007.5528904217,152.62849,4276.4351254789,22.3134,0,96934.1077139,19231.0857766556,77.410515,0,0,15.9799,30.0469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92582,0,0,4.603,0,0,0,0,113.105,0,0,0,0,0,0,5.35804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR414137",22.423296,0,53.348212,234.566246,2315.3313,360.70797,45.6252,4346.148503686,142.2762,1.57258,3570.62025,0,858.49372,427.12637335499,1583.08401227407,208.964995,3664.38451803523,2799.1183791,173.42581,0,4825.497588,13.836096,149.384209,39379.351124271,14355.8429157075,363.048074,0,399.33719,1104.1676872495,13111.5651683608,4480.88077027289,2983.327741162,2283.11067165618,8438.6240595,439.107498004436,5392.03552416,0,0,31810.3700854298,29838.0956150612,47.75481,0,0,0,4.82977,7.461945,0,0,1.87573,0,0,0,0,0,0,0,2.021565,0,0,0,0,0,0,0,0,0,0,8.13459,0,0,0,361.66179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR146943",371.60711,473.191,0,174.1707,1090.13109,558.6521,154.9619,7715.748169,3.84222,1.625935,3212.124315,0,3001.50231,112.24788,1873.409414,157.6592,2592.50763,2801.322801,1065.0113,7.77817,4166.944626,23.257817,650.00787,66884.1138334626,23559.9313861701,355.1319,0,500.96489,1910.60969,15911.4050919374,7524.979669,8421.67918551288,3809.1482,10329.288024,528.670148,8656.716812,328.9369542,0,37376.5604441963,51337.148673,56.5834,0,0,0,1301.21933,0,0,0,0,0,0,0,0,0,0,0,5.46582,0,0,0,0,0,0,0,0,0,0,52.6779,0,0,0,0,0,0,0,0,7.36727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR10446422",51.345,158.64453,0,512.78523,137.10619,60.80379,0,9212.123908083,69.8273,19.93340172118,1935.85459,0,73.2777,465.32203,2422.43962900992,113.84125,1128.029366,3028.335277,0,0,4103.784501,426.435277,57.16969,32087.4712746558,11619.2843698341,574.53173,0,606.24633,561.23995,9369.20123755104,3923.6936319,2245.928407497,3053.982824,11406.0181801,2588.136372,10775.0489410855,0,0,19534.0465078742,23567.4639715375,22.11315,0,0,0,23.43054,59.34905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.81994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR10446417",352.93238,159.6367,0,392.23172,809.43484,176.6983,0,5192.89856,100.964,0,3453.37163,0,569.655,227.20265,2761.01564840516,119.43458,1809.835188,2773.42028712535,61.44837,0,6035.935633,160.461607,180.73079,40269.8807268798,9085.42016653836,312.72969,0,337.01892,751.35754,9185.9288342071,3362.69843,3201.55971,2310.843733,5975.263736,916.53059,9765.31667172928,0,0,20627.5193444,27905.8292681254,56.03748,0,10.29175,0,75.5005,44.08089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR11906528",96.80436,48.5312,234.012495,214.377573,127.734564,172.13712,29.32957,13561.796424,27.4806,62.424451,1845.2190500011,0,1654.33657,111.029956,1140.52005811102,53.582332,745.130472,2739.10318800015,86.8985,0,2882.59403066415,402.0347028,38.19404,34102.541238514,9779.8456078159,162.513298,20.54597,1607.075917,390.82564,7154.5726709635,3854.19864742962,2055.681288,1653.54668652931,5999.37519196953,24546.226714,6182.47277208425,0,0,16617.8656189485,25175.4293237707,5.14895,17.94667,0,2.03283,0,24.69997,0,3.25871,0,1.28904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.352705,0,0,0,0,1.14133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR7687009",5.12822,7.18977,109.16432219,118.5333236038,33.505202,30.07819,1.37989,481.33135510377,51.703482,2.430707,290.179395,1.313018,1085.23623,91.484592,396.82378774557,7.717575,763.585202055495,821.753033514436,12.31956,1.901499,1019.17638251687,74.18857554,41.510931,8882.06567445258,3667.94872978878,105.69423,1.53642,64.296335,208.07912962084,2527.52669161445,854.7251657126,1000.51339433,620.835923256983,2295.6862061,23.366477,1393.40267160021,52.69292,0,6556.3514021467,8790.73782014053,9.9963209,0,0,0,13.70569,6.630353,0,0,7.84846,0.884027,0,0.793574,0,0,0,0,0,0,0.552287,0,0,0,0,0,0,0,0,5.16081,0,0,0,0,0,0,0,0,0,0.352024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1505175",425.672567,138.2821,2211.01697701969,43.229528,128.530601,22.68782,22.235005,2491.54764072942,0,57.673995,1739.490664,1.86955,365.066,62.014795,1014.44255856,28.54297,523.375442,1465.53415602359,9.544218,0,1124.96225134373,389.44783053,166.244599,10319.6793090613,4256.70601671141,2443.40837,10.04399,107.927715,144.405064,3116.58741466456,1151.567463,1375.856081,1506.7020141,4059.44693638982,661.720609,4588.89305786276,0,8.23458,6652.21362170286,10470.9601446884,7.89377,0,0.934688,0,49.37146,6.677,0,0,0,0,0,0,6.85849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.14914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR618507",0,6.58201,34.42834,55.38625,345.530024,5.1848,11.189373,3434.653819,0,18.14317,344.920379,5.38791,494.2512,108.919802004603,261.838446,14.01044,702.217216,445.467093,31.9307,8.42287,1403.28964016739,80.837674,71.76628,13571.2575578173,3865.58006420606,201.848878,2.51481,54.45781,132.93124,5220.79630262339,1330.0517994999,2707.331902,633.050276,4084.7382183447,2617.654501,1845.186193,8.38311,0,8228.2927763372,16590.5138353977,14.805767,0,1.35714,0,3.98419,2.319816,0,2.23772,0,0,0,0,2.36408,17.10925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1797867",0,39.77335,41.012006,129.2581521,62.00873,25.507742,72.958612,1375.332827,0,12.108153,1560.73808,0,1084.1,67.925072,1386.44855518736,29.82807,5255.247406901,1298.3761736968,46.34212,5.2629,1174.1072424,183.9793978,124.00878,18463.8331039898,7293.28871637345,393.29234,4.25706,140.894691,147.997709,3914.66326246073,2580.77764254502,1967.52561,1183.9210572,4149.81066303813,368.923139,3499.33871636497,0,0,12922.0398326425,20623.7024354353,2.71269,7.04041,0,0,7.635477,3.793889,0,2.37228,0,0,0,0,0,0,0,0,0,0,19.3932,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39172,0,0,0,0,0,0,7.2267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1505100",22.79946,0,732.119362,63.799152,417.69684,9.87318,7.03763,2740.6575549712,6.0283,147.834172,3799.002967,0,512.42949,55.99573,564.021861,29.63011,1308.17253,997.193122342957,2.2685,30.70782,2545.07831935691,336.478504,66.21231,13623.2951000788,5912.44880781473,23.20968,5.90729,136.678978,284.066924,8464.95655702096,2569.401189,4293.6700936554,413.70524,5558.35166318509,2455.57614106403,2390.142348,51.79328,1.91506,8836.09017632322,14549.3223177948,13.07329,0,3.30521,1.56949,2.34967,10.9903,0,110.45074,4.04569,0,0,0,0,0,0,0,0,0,2.97623,0,0,0,0,0,39.25108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR3581115",118.19293,0,105.2766,151.30511,314.53632,132.808,32.06038,4504.84292101169,18.83053,19.24741,1108.656165,0,1249.56,145.004360261145,1543.19201070855,28.83765,1267.126434,2321.48113,102.78988,6.66609,4201.839715,178.13486,419.30758,25953.7851176894,7384.48583887,2093.0176,13.27904,287.74774,285.80253,5893.56429787881,4643.53994140233,2255.42203,1177.493043,7762.40505659626,2456.76824,6531.1589687585,0,0,12640.1190635977,17796.6547002568,13.7009,4.01266,0,3.71572,7.52875,3.0142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR3581106",0,0,302.51933084,133.756573,198.560113,17.303388,21.67023,3757.97563163259,22.17604,17.255139,1435.332581,0,815.465,169.475629,1143.33909383788,33.170179,1207.95350065554,1088.098357,34.21395,17.064751,1500.69586204971,736.515384497884,518.900647,15764.3328546422,5477.42939904238,35.87564,3.52,165.426621,180.933264,4271.8433284398,1512.734744671,2342.51270100132,751.149980275802,4372.13200850188,1699.180074,2891.88320712334,0,0,11660.9012044257,15851.6478563596,18.99087,3.16455,0,0.946152,4.00273,22.083231,0,0,0,0,0,0,0,0,0,0,0,0,26.50506,0,0,0,0,0,0,0,0,0.633209,0,0,0,0,2.025857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
