"accession","Adenoviridae","Adomaviridae","Alloherpesviridae","Ascoviridae","Asfarviridae","Autographiviridae","Baculoviridae","Bicaudaviridae","Caulimoviridae","Coronaviridae","Flaviviridae","Geminiviridae","Hepeviridae","Herelleviridae","Herpesviridae","Hytrosaviridae","Inoviridae","Iridoviridae","Lavidaviridae","Marseilleviridae","Metaviridae","Microviridae","Mimiviridae","Mitoviridae","Myoviridae","Nairoviridae","Nimaviridae","Nudiviridae","Ovaliviridae","Partitiviridae","Phycodnaviridae","Picornaviridae","Pithoviridae","Podoviridae","Polydnaviridae","Poxviridae","Reoviridae","Retroviridae","Salasmaviridae","Secoviridae","Siphoviridae","Unclassified.viruses","Virgaviridae","Ackermannviridae","Adintoviridae","Drexlerviridae","Malacoherpesviridae","Marnaviridae","Nodaviridae","Chrysoviridae","Fuselloviridae","Lipothrixviridae","Chuviridae","Corticoviridae","Closteroviridae","Cystoviridae","Iflaviridae","Paramyxoviridae","Potyviridae","Pseudoviridae","Demerecviridae","Circoviridae","Dicistroviridae","Totiviridae","Filoviridae","Narnaviridae","Rhabdoviridae","Schitoviridae","Zobellviridae","Arenaviridae","Picobirnaviridae","Papillomaviridae","Nyamiviridae","Fiersviridae","Xinmoviridae","Hepadnaviridae","Parvoviridae","Tombusviridae","Betaflexiviridae","Lispiviridae","Alphaflexiviridae","Leviviridae","Togaviridae","Peribunyaviridae","Phenuiviridae","Artoviridae","Qinviridae","Cruciviridae","Astroviridae","Bacilladnaviridae","Solspiviridae","Steitzviridae","Myriaviridae","Mesoniviridae","Endornaviridae","Hantaviridae","Tectiviridae","Bromoviridae","Genomoviridae","Botourmiaviridae","Sphaerolipoviridae","Kitaviridae","Mayoviridae","Phasmaviridae","Orthomyxoviridae","Amalgaviridae"
"SRR5239618",54.414570218809,0,104.2211498,2.42573,2.76968,0,167.644639,0,0,0,156.194007,0,201.274639,78.10005,80.6595,0,469.780516,302.243286,0,215.3159846,5.35876,47.0137,1889.91053945306,15.7312,3128.2910317,42.31749,0,5.52055,0,10.56712,382.886515,0,229.155023,677.008146,51.16982,1509.90173028144,5.92158,250.864015,2.08515,0,4282.69004358456,3458.311883,0,113.0065,164.014537,0,0,0,0,0,0,0,0,4.32969,0,0,0,0,0,0,0,0,0,0,0,0,3.55098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3447,0,0,0,0,0,0,0,0,0,0
"SRR11674125",82.28953,38.49387,170.51721,66.7180275,0,102.55444,5187.45299700311,10.7968,3.73595,0,554.040901,108.221,1295.12989,32.874643,214.376495,28.786403,385.328158,509.812019,15.099129,1180.896598,58.62998,113.02544,6199.77065239999,3.13505,2441.532,483.912,0,46.775201,1.10115,210.99291,1333.2168698,0,787.245748,840.208771,180.699269,3135.718884,202.7172526,1042.053905,5.192502,5.96299,6782.299476,8627.07494437,1.51512,140.29754,214.479025577825,0,1.0165,0,0,0,0,0,0,0,8.65007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8318357",13.60123,0,5.9043,69.767855,3.32511,0,251.96911,1.24755,10.810335,0,129.052103,0,38.40852,0,46.0506,0,82.761025,299.16813,41.676214,274.446353,77.36144,55.91932,1657.704102,42.24928,445.854712,2.59563,0,12.8943,0,20.20758,415.53014885596,0,112.387746,927.683914,200.795144,605.764754,2.88656,280.913865,0,0,783.87597114683,1588.24222539,0,0,36.74187,0,0,0,0,0,0,0,4.9143,1.93897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17952,0,0,0,0,0,0,0,0,0
"SRR5239621",43.16454,2.887951,295.96729,93.218983,7.51004,24.373497165028,589.5553146,7.7596,9.70897,0,1168.72185200505,19.043789,664.203577,106.323241,401.336374,3.96553,360.161481,317.831095,31.71002,403.724022,36.057005,101.279407,6764.25678080864,2.95341,2407.880049,27.96747,4.716440516622,53.623726120013,8.75395,133.833766,914.890767840909,0,730.662972,1058.93528313221,437.035278,3002.58286844789,82.37491,760.396426,28.24749,0,4173.40213362228,5286.04419567805,13.8348,14.50519,109.133521,0,1.11699,0,0,0,0,1.84353,0,0,0,0,0,0,1.66047,0,0,0,0,0,0,0,0,1.08146,0,0,0,0,0,51.29391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815556,0,0,0,0,0,0,0,0
"SRR2057018",0,0,178.055,39.9053,68.4847,0,712.24,0,0,0,1159.65082,0,262.931,0,257.8942,0,477.1568,473.9506,0,1661.9854,32.7849,786.1339,11170.6075,646.0225,4231.6021,0,0,0,0,54.079,4376.9712,0,514.8199,3657.82491,549.3303,2353.5713,27.5356,1382.3308,0,0,12534.1054,9141.21962810582,0,0,0,0,0,30.3117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6926338",53.2519,0,16.0826,28.7406,0,7.03796,183.55776,0,19.70736,0,128.22343,0,139.244,28.92647,167.04325,14.16461,112.92474,348.92592,10.6626,437.924190001138,96.8952,141.75391,4010.37885017458,16.74703,3300.433843,39.099,18.9666,47.51214,0,58.65601,1610.698386,0,255.64145,314.5201041,210.6094721,809.45228,10.69518,763.91658,59.68562986,0,5487.4519762189,4466.9213742137,0,100.142,90.04094,0,0,0,0,0,0,0,4.04269,0,0,0,0,0,0,0,0,26.9199,0,0,0,0,0,0,0,0,0,0,0,5.23515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96005,0,0,0,0,0,0,0
"SRR11674123",69.19974,12.9605,276.364625,61.270761,39.3647,94.660169,725.446161750307,12.6747,41.787768,0,951.806920001368,1.16654,3037.47936,33.918993,271.780749,120.32969,654.58933,1525.293694,6.07559,1293.6669444,135.900874566137,82.499012,10772.6331873241,2.71055,3662.3540023,115.6902,0,123.240574,0,91.40921,3508.0209257437,1.83989,913.156749062101,767.1885,827.905189000001,7282.04090602953,117.712232,3030.9469781,0,38.7513,10755.2223513869,19774.765793,0,15.8551,305.952938,0,2.31724,0,0,0,2.77361,0,0,0,0,0,0,0,0,3.92624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6926334",64.1801,0,0,61.3063,59.7254,0,332.34219,19.4451,259.302,0,545.5194,0,196.22,9.65563,572.42368,0,354.09087,703.19673,93.46905,1831.83129,523.5777,935.3361,8394.00100464999,49.9236,2357.67296,16.6659,0,37.6119,0,17.8695,3529.02802,0,462.4066,939.173970110345,748.10448,2909.86821,382.351,1073.30644,14.3738,0,7288.454656,8056.37075,0,56.6047,1438.89671,0,0,0,0,0,0,0,0,147.6156,0,0,0,0,0,479.5471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6926323",136.21551,0,65.8404,104.64431,0,29.71625,360.1342,0,32.2393,0,234.7927,46.1974,226.6848,0,10.8726,0,115.1536,607.89866,0,319.1219,292.34048,414.3687,5955.10905,31.152,2782.98317,0,0,76.3714,0,21.3969,1949.77948,0,98.3596,537.28312,733.86993,1807.93645,132.84654,2312.09,0,0,12873.58952,11196.62629,0,238.4986,370.0901,0,0,64.2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8245857",6.03574,7.63103,141.52932,34.90611,0,21.1532,605.34602,0,142.42656,0,392.16748,5.12252,671.404,32.18795,177.18242,25.57738,290.40051,652.4749,9.94559,490.86636,123.36523,66.61457,5391.993655,0,3000.79077,239.77596,0,100.43529,10.164,74.44801,1398.06996,0,481.08197,2460.60443,377.9548,1009.26663,41.95059,1704.25959,6.50937,4.24441,12498.3575255336,5225.30625,0,391.63356,2257.793128,0,0,0,3.16833,0,0,0,3.62423,0,0,0,0,0,0,5.08033,0,0,0,0,0,0,0,12.09967,0,0,0,0,0,0,0,19.7639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR11674130",12.312421,4.26271,161.966091,81.621856,151.025599,363.85412,4385.466295,30.1922,77.33846,0,3258.46489,20.6566,1224.92747,477.9661735,1034.033199156,345.725404,8122.4970518715,2641.6777082664,59.246461,3573.10367776283,49.256837,292.838339267594,20518.2178024001,8.01734,8207.76422250808,6.02591,1.56843,69.4031,15.02761,687.74996477387,8646.41033363491,155.6831,4585.7161177723,2187.915317438,346.850099,7394.64931092057,292.49314,2439.33266470547,10.12791,10.7416,22937.0494198781,26704.8595383726,19.50693,5.18821,25.10006263565,0,1.99012,3.64079,0,0,2.46026,0,0,0,1.77714,0,0,0,1.41987,3.64708,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR3472303",270.73078,9.14925,1068.5775,107.7029,64.3804,55.03615,1124.549641,18.9328,6.86597,0,3226.55696045365,14.1164,1056.96,214.67557,897.26303,54.72108,1396.35023,2781.72636000484,54.452,2208.73395323222,22.1566,117.35285,17376.6781702781,14.0178,10341.2043966786,10.3205,0,188.02239,0,197.93406,3351.82721007134,0,6867.74611,5711.7539,703.41674,3332.24364,24.6958,2234.92553,5565.5196,0,25210.0560236128,43908.3106888425,23.8138,60.6839,36.5953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.87316,0,0,0,0,0,0,0,0,0,8.2373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8318352",0,0,33.7011,497.76541,0,14.5119,367.17229,10.8396,0,0,341.78257,10.7997,558.94864,19.28567,49.62051,61.85187,363.73551,256.05937,0,802.97434,38.8194,77.91302,4706.764693,14.66166,1341.22246,283.262,0,14.65183,0,30.07699,1048.60206,9.40956,154.34891,428.97783,136.18665,1219.67958,162.80149735,846.11095,39.23175,0,3154.937770564,3929.9003506,0,0,72.72777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.64721,0,0,0,0,0,0
"SRR5239619",5.86957,0,24.35333,2.691281,1.09374,0,147.414219,0,0,0,300.472925,5.07789,435.553,12.863407,108.66695,0,149.819354,474.699704946808,3.08456,171.56186,11.83353,43.461061,2147.16011940118,1.5188,1304.810504,55.246233,0,7.673712,0,22.668482,317.353772,0,144.8839,491.15707675,305.712932,1452.14273996201,3.17062,435.37026064,1.9384,0,1517.9694784,2302.1013742479,7.909137,7.061337,174.858067,0,0,0,0,0,0,0,0,0,0,0,1.109254,0,2.29955,0,1.47518,0,0,0,0,0,0,1.02049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81874,0,0,0,0,0
"SRR8318359",1.65586,2.44807,82.158671,40.36028,6.772291,13.239312,363.01129315,3.571208,2.22566,0.809056,476.410697,5.70223,47.222696,27.722265,129.8865508,8.73264,303.684895,363.827152000609,19.348514,442.67248972634,30.8068261401,37.968207,4025.94848699528,57.441206,1925.0121295161,18.47717,0.763615,28.042695,0,63.9155900018299,1867.88822044792,0,420.179888796737,514.8601240042,243.63736953802,2099.93193,7.815888,804.95496435,24.927361,1.13016,3216.35250622305,3396.9637567863,1.04618,51.821596,40.73707,0,8.813989,0,0,1.24118,0,2.05991,0,1.82184,1.08,0.777881,0,0,2.90055,1.14198,0.877189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2057026",0,0,42.4009,18.24709,0,23.47852,464.060056,5.71744,481.111746,0,141.41514,0,86.92961,36.61419,163.79972,10.9188,568.37407,744.58936535372,0,445.9956,472.516866,140.46432,2655.684988,27.00746,1082.023827,32.5824,14.72293,37.7002,0,59.21254,1102.83416,0,305.935516,371.000846,1253.9146136,1913.408525,87.155826,783.32577,5.83485,0,3252.970583,3999.69463,0,44.91,1450.440409,0,0,3.8846,0,0,0,0,0,0,0,0,4.76195,0,0,17.12515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93553,0,0,0,0,0,0,0,0,0,0,0,10.31974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1505121",0,3.586532,25.461805,20.418285,9.20437,0.957,158.735802,5.6324,86.4482701145,5.6576,1593.3597863,2.010274,1028.491,16.29064,73.57047,4.632024,220.435092,752.562218200001,0,463.1496467,161.003773,28.82299,4484.3748850401,2.06525,1690.31217307,112.73471,0,27.468913,0.876023,29.97952,903.980911,0,758.3660763,457.770928,563.174494,1995.042933,7.01151,920.321502757,6.69323,0,4577.191079,6262.59022686675,0,0,382.522166,0,3.99282,0,1.59718,1.96789,0,0,14.49698,1.49632,0,0,2.10373,0,0,6.241475934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32708,0,0,0,0,0,0,0,0,0,0,0,2.717704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1505124",31.48618,8.82061,87.658945,144.63527,18.189386,13.58953,794.910436,9.13171,10.27894,0,5250.31875,6.07397,875.73246,84.25367,292.442384,26.19712,455.287498,787.3394354,174.7067875,678.280095,9.67433,139.40866,12218.15016011,4.27949,4586.25306767944,193.0164,0,64.865881,0,110.15263,1812.8120504162,12.98385,1284.178822,2336.654215,587.12028827,2011.852226,96.1664100201935,2119.419239,14.1105,5.14314,4931.21443736933,8094.68397945545,0,29.6799,0,0,7.47056,0,0,0,0,9.91785,0,5.28204,0,0,0,0,0,0,0,7.38584,0,0,0,0,0,0,0,0,0,0,0,8.1562,0,7.66839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8318351",2.65382,3.25831,2.22458,0,6.23805,0,514.78137,0,133.879377,0,185.274546,0,42.25272,21.71969,52.88467,0,71.022353,235.927492,0,95.248944,415.534806,75.24347,777.131077,12.94621,620.508234,77.9574,0,2.51849,0,5.45898,158.605818,0,74.65298,160.649202,215.304976,739.989896,1.57425,533.274729207,0,0,2190.577804,1467.99747417604,31.30199,26.6934,2.56223,0,0,0,0,1.51299,0,0,22.75098,0,2.90106,0,4.89407,0,5.48338,0,0,0,5.33653,10.63889,0,2.8915,0,0,0,0,0,0,5.46737,0,0,4.9397,0,0,0,0,0,0,4.28299,0,1.24876,0,0,0,0,0,0,0,0,0,0,0,0,5.853437,0,0,0,1.14913,1.32174,2.20335,0,0
"SRR6926327",0,0,36.93349,11.8573,0,128.89942,472.08278,0,35.27043,0,559.5186,0,344.5749,110.5069,242.58237,0,221.601,535.77303,47.5071,1013.35614,153.94659,262.8948,4109.51661,31.4376,1279.2225,102.002,0,38.5971,0,26.7585,2927.3664999,0,257.0127,407.49951,1349.17091,2460.66001,617.2643,1080.61321,0,0,6000.2689189,9762.78945,0,0,421.80962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2665508",749.313058,10.334591,20.096202,3152.2386814,6.36222,3.661988,35251.2672614,0.0964979,8.514392,0,186.190911,0,1672.98543,76.980559,2962.7535415,13.556458,1080.56165682996,2848.92567609463,41.972491,728.21454,29.233175,276.055097,83944.8995008193,0.58574,12164.2334835343,239.912871,0.657251,438.433077,4.10425,90.689828,3378.547741,1.44552,857.124053,1743.36392700389,164.089685,21680.3127841,1350.662286,1228.4500818014,0.8262,0,10831.4368573892,10115.285219769,7.50621,81.2496,375.992883,0,0.683968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6076,0
"SRR8258011",283.87249,9.38012,51.0124,451.06905,0,27.839,2386.44861,26.3471,87.53092,0,284.167665,0,115.818,60.0237,253.09554,9.86876,484.36731,656.95763,14.8494,466.13616,246.40069,500.5961,26032.13129,17.8682,2856.70602,193.73851,0,159.17468,0,145.76871,1490.83283,0,171.74499,681.09221,3054.541371979,2254.31481,195.43358,846.24729,0,0,4775.25966,6687.375991,0,0,1017.482539387,0,26.4846,0,0,0,0,0,12.5865,0,0,0,0,0,0,18.92169,0,24.3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.99721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2004430",43.630127,21.62315,64.107222,78.36446,7.28849,36.75782,278.006016,7.77295,24.98374,0,439.12617,8.02116,1001.26978,74.860009,384.07205,20.33599,324.485569,329.306870485,29.2083258,530.789541,62.16028,67.827554,5667.1014521596,3.6722,2393.82762042666,60.48509,0,22.167787,14.2626,87.65746,833.401809,8.75864,956.186639,934.00582584,260.566783,2655.95555530167,16.41933,1269.93013,3.35077,0,3778.03881800129,5352.13820897525,3.61872,43.1776,100.86955,0,8.30191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.20422,0,0,0,0,0,2.89242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR11674132",72.23715377,2.20208,351.79134,265.95805,31.10407,160.634198,2323.49336,0,11.98387,0,1333.8581073,0,861.66,238.29983,551.414424,8.63461,1085.66977,1262.358179,61.87981,1625.17264549132,59.0403,174.884696,20701.9550741233,0,10147.6587673105,25.52961,2.0855,72.14293,0,120.92429,3189.4672790017,0,3167.994105,2152.0627,469.482111,5920.76239873921,387.2729265,1652.5091,49.88876,9.19213,13791.8985858,17067.8238184,16.66314,198.27576,155.467727,0,11.33333,0,0,0,7.04124,0,0,3.75162,0,0,0,0,0,2.82231,0,0,0,0,0,0,0,0,0,0,0,0,0,661.693,0,0,0,0,0,0,0,8.02471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1505141",95.94123,7.31742,64.3108,44.95529,13.99626,41.73259,380.0951243097,7.73713,48.32998,0,2964.324136,5.07556,788.263249,21.57849,202.47564,21.6674,859.293340002424,1053.676282622,51.97452,1274.113274,227.55134702453,80.83527,6791.08555724635,0.849222,2964.06061894654,1198.87879,6.79446,59.00431,0,153.15834,2462.4729550484,8.62545,1071.399051,711.667286,1467.19425983487,4701.14719185542,26.55331,1705.08582,42.5288,22.5287,4403.42410577482,8303.80241997325,0,20.07725,195.623936,0,3.00412,0,0,0,0,0,5.0741,0,0,0,0,0,7.98385,11.147363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8943410",346.141,7.86064,150.33505,273.56892,739.45556,75.7299,10869.596339,79.0559,12.39558,0,4304.091422,6.09506,464.237,209.99356,3354.30284002463,357.387581,1661.105906,3254.30973304066,278.72251,5060.5391411,184.55458,243.90845,43344.4718453518,0,18888.7517837759,284.249472,0,416.48625,38.85434,620.041388,11189.43499212,0,5338.152369,4184.02931592235,4479.0637434,30277.270984,10.11689,5551.696991646,171.4315,0,30296.3839933562,26572.7299284274,0,0,0,0,53.98494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.81633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8618616",60.9626855981,26.015534,6.8969069,135.2536235,16.77822,1.530001,163.4820367,2.873372,4.99099,0,186.536577,0,14.383302,70.388331,331.24398723237,24.332572,373.854977205994,353.9409462114,20.767471,497.4414463,48.4182954,26.988602,4551.92527661412,0.400435,2112.88654382229,22.123223,5.499418,47.1886362,0,135.670809,1055.064955492,0,516.299512029,543.584407,918.015727415567,1103.39259594039,1.179983359,557.704772174738,16.861103,1.286662,3645.64699154267,4312.0540028276,5.53264447403,15.412956,10.905588,0,0.130936,0,0,0,0,0,0,4.566515,2.7942401,0,0,0,0,0,0,0,0,15.241675,0,4.744907,14.4613527,0,0,0,0,0,75.0873573864817,0,0,27.0478161,0,0,0,0,0,0,0,0,0,13.2109240824478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.277528
"ERR1817119",303.02336,22.852513548988,425.238272,304.1750582,900.80193,76.376879,6182.44043507189,29.494192,41.045036,0,3849.709568,78.0709,279.375,172.909503,1840.14454888,174.341495,1341.051190978,3681.23922263596,132.8893,4920.21617351,754.6397973815,213.2827806,47820.4221139388,384.46341,16515.2660780729,340.65935025,0,441.137893001209,20.81893,2554.295418,11609.0669260086,0,3887.95482447707,2549.28428273608,2481.1113013567,16448.093864701,4.200588,7099.15465452513,182.397941,0,29001.6648572228,38278.1407257696,0,14.930304,0,0,69.2901,0,0,0,0,1.15753,0,0,0,0,0,0,0,0,0,0,0.767465,2.362532,0,0,1273.093387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4907,83.3649,740.24341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347.778021,0
