"accession","Adenoviridae","Adomaviridae","Alloherpesviridae","Ascoviridae","Asfarviridae","Autographiviridae","Baculoviridae","Bicaudaviridae","Caulimoviridae","Coronaviridae","Flaviviridae","Geminiviridae","Hepeviridae","Herelleviridae","Herpesviridae","Hytrosaviridae","Inoviridae","Iridoviridae","Lavidaviridae","Marseilleviridae","Metaviridae","Microviridae","Mimiviridae","Mitoviridae","Myoviridae","Nairoviridae","Nimaviridae","Nudiviridae","Ovaliviridae","Partitiviridae","Phycodnaviridae","Picornaviridae","Pithoviridae","Podoviridae","Polydnaviridae","Poxviridae","Reoviridae","Retroviridae","Salasmaviridae","Secoviridae","Siphoviridae","Unclassified.viruses","Virgaviridae","Ackermannviridae","Adintoviridae","Drexlerviridae","Malacoherpesviridae","Marnaviridae","Nodaviridae","Chrysoviridae","Fuselloviridae","Lipothrixviridae","Chuviridae","Corticoviridae","Closteroviridae","Cystoviridae","Iflaviridae","Paramyxoviridae","Potyviridae","Pseudoviridae","Demerecviridae","Circoviridae","Dicistroviridae","Totiviridae","Filoviridae","Narnaviridae","Rhabdoviridae","Schitoviridae","Zobellviridae","Arenaviridae","Picobirnaviridae","Papillomaviridae","Nyamiviridae","Fiersviridae","Xinmoviridae","Hepadnaviridae","Parvoviridae","Tombusviridae","Betaflexiviridae","Lispiviridae","Alphaflexiviridae","Leviviridae","Togaviridae","Peribunyaviridae","Phenuiviridae","Artoviridae","Qinviridae","Cruciviridae","Astroviridae","Bacilladnaviridae","Solspiviridae","Steitzviridae","Myriaviridae","Mesoniviridae","Endornaviridae","Hantaviridae","Tectiviridae","Bromoviridae","Genomoviridae","Botourmiaviridae","Sphaerolipoviridae","Kitaviridae","Mayoviridae","Phasmaviridae","Orthomyxoviridae","Amalgaviridae"
"SRR1611555",43.83146,12.24044,251.96415,184.386400003342,72.8455,112.03104,1372.8173,15.7163,21.15663,8.91134,1776.96021,9.8833,235.30961,141.07885,1231.75837,25.06157,779.95038,3017.135236,27.05486,1327.3257660451,86.60716,387.092284,19259.4369635252,16.4522,7456.9073740937,75.29919,34.22602,127.8222653822,15.4719,150.13369,4119.2646378,32.16965,2072.927294,1535.67665,660.487518,3459.3588963,99.7383094,3954.301468,18.55292,4.91657,13105.7930024207,42124.9176358046,4.3884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1611556",54.25883,70.13466,513.28015,656.43129,134.83743,159.5752,2079.29504,40.3155,12.5636,0,979.87898,0,3588.853,871.70977,3049.51335,142.91717,2484.52668,3853.37418,184.0299,5858.38042,142.77712,958.78173,33727.1553362115,30.727,18621.6857270272,125.75358,0,257.05647,0,340.93836,6979.329132,68.1377,3682.74964814,4056.85958,2089.976682,5513.0937091,2161.07633,5991.7385141,188.1091,0,26393.7982512457,27087.64941532,34.5449,10.09119,641.18483,10.51063,67.52995,54.52895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2131392",0,21.9339,99.34611,576.29314,12.273,0,1282.40895,8.0428,17.11645,0,705.300250136772,0,1584.519,44.79418,509.59242,0,199.56263,1938.993875,57.78881,1549.124572,57.52633,107.30912,14746.772745,0,3008.8383223,2726.51,0,10.10397,0,203.42259,2793.283835,0,1403.30841,837.93165,1119.854248431,3191.21178218254,269.0693,3901.638365,12.93232,0,5922.43128711459,8787.07540716801,0,54.99043,1048.864353,0,5.25279,0,3.70617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1611557",11.67859,42.9657,165.79063,182.56219,436.6276,19.31612,1859.28327,30.0234,17.69375,0,1225.812020116,0,1243.228,158.90444,2021.27333577111,69.23056,896.65073,3371.5363,143.23957,3889.89576,190.53383,259.86545,24201.518886125,10.0369,15033.2275164993,87.16719,0,206.10619,28.064,544.3755507067,5708.52949925288,21.1366,2809.667238626,2074.38662,2133.5788,5270.11257936372,740.05886,4576.62549712081,159.17732,0,11635.144915352,26094.0862034843,13.5438,0,535.30775,0,22.75421,0,0,14.79981,6.91005,26.33602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2131235",165.68341,41.73139,746.642551,570.27767,59.69856,216.14145,4102.22127057,13.1028,32.675912,0,1514.055548,0,2418.02,227.676056,1831.560053,207.750270012198,1221.3105249204,2762.454204,42.129782,2529.20255,469.554931163649,340.894916,36881.9050327751,7.13516,17362.691455672,121.23823,10.839502,359.313597,10.33281,214.85589,6094.40779347484,2.15694,3836.08744305,2591.840680294,2295.583785,7875.72200777,834.882492,9491.25772787284,42.08033,12.89616,29470.7682210771,21589.3925368904,3.7727,0,224.707073,0,10.32988,7.53918,0,3.32773,2.61534,2.37916,1.30411,18.43143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2564755",22.053863,548.537332799,322.632242,408.911667011241,41.46193,43.141129,2197.57622672667,41.6723,209.851218,2.537194,2520.958149,2.44266,368.365,343.094177,3310.45008054885,185.698320002783,1641.44952129601,5416.9776705143,36.558996,10445.8386790492,414.578190996281,262.425276,46398.5555739827,29.22171,14508.2820810536,301.372182,6.0351,793.409207689,0,654.81212659207,9889.68171144636,0,5692.96617509,2639.05785872742,5150.26480778379,10591.1646227982,859.105021,9609.10785249278,119.1672,0,25097.2493688518,37790.8440065404,0,45.28745,298.7637776419,0,92.67809,0,0,0,5.12821,48.0184314584,0,1.8984,1.72323,1.07942,0.809563,0.947879,44.6341,0.648357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR9691423",58.50169,88.05746,480.93758,265.682,77.57787,72.763347,3116.3851052986,30.8476,2.11333,0,3004.663542,0,4010.22808,398.646492003308,1638.96793425621,187.243006,2279.8643199477,2295.58434701006,50.71047,6031.45981891885,83.167939,198.106761,41077.9070290376,0.80366,22397.4276621961,159.031372,0,926.4615128,0,338.000837,18718.1489536076,9.906724,5123.6188403734,7170.326108,2796.3447566493,7097.9674991,2034.599064,8443.91270996872,83.45286,0,33026.8646065217,36748.2299212735,6.315409,128.023788,40.280125,0,46.72934,0,0,23.85281,3.01696,2.58944,0,0,0,0,0,0,12.54466,2.4921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR10620231",1367.1786,37.56541,328.819145,843.6869,265.04612,44.26037,4521.445953918,56.8574,0,0,2333.6939,0,1963.05,257.173260000715,3759.57890576225,105.7686,1352.389918,2390.589406,308.67325979,4464.227196,8.110842,924.59488,35366.7666697906,0,12732.60792,462.4536,12.23839,172.278047,0,279.218833,10083.039045,8.557,3785.456269,4166.928417,2139.99595720064,12522.647517,1060.448353,4852.95793898065,150.94484,0,33531.0191348151,31115.05713746,4.84498,17.74933,100.251884,0,4.71667,0,0,0,2.18859,0,0,0,0,0,0,0,31.3913,0,1.6121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR9667736",15.0783,13.16357,190.906843,95.069403,19.62171,52.128392,1181.70083221917,5.4107,17.65803,0,268.802260419,8.06433,92.386574,176.60721467,529.323174042665,19.070399,823.275576,962.612039,9.6583302,1579.6053234,80.093025,88.848214,11087.3111628833,171.736903,4818.34271961564,38.636071,2.729359,88.199333,0,138.336243,4501.9079011697,2.9294,1521.29852207113,1257.437936,851.357865,2359.6305809,378.48116,3661.85116300001,319.702277,0,7525.98567776816,10017.6508689029,0,9.05283,285.628079,0,4.3837,5.460455,0,19.048793,0.916473,1.14181,0.576235,0,0,0,0,0,0,0,0,26.840699,1.63171,1.56723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR11747693",1302.193623,117.952957,506.639190432761,1149.85287,72.832873,19.728148,5846.72549138,36.21879,12.99448,2.45601,1616.617288,18.065877,3461.989337,461.152429,4142.2758767665,51.342086,1950.0848636688,3154.68207046733,557.167899,4495.11330065373,44.429443,351.01880401,52086.9626031209,55.711926,16432.7070177128,191.276527,22.246424,454.079119,30.11569,707.218248014797,15368.3438204,19.72875,5544.84063499482,4482.638094,1819.68915581746,8201.37929085467,1899.852323,8601.04359876634,264.075511,0,30313.3756982819,40019.9215084825,6.01763,12.358778,17.427656,0,10.77076,0,0,0,2.62208,10.449576,0.8868,0,0,0,0,0,6.80981,1.30453,2.04543,0,0,20.727433,3.89877,62.9732,1.5148,79.701971,3.88175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR9681687",45.87611,18.96964,11.586,49.69,19.70831,6.41957,695.99863,19.59812,43.486222,0,398.00326,0,796.25322,75.26792,204.66583,24.93108,1450.5485,404.47656,23.02124,1279.6504,147.581461,110.646,7899.3601281,42.87356,5490.113693,1066.41464,11.77385,71.40417,0,141.01454,3189.47098,17.60345,1171.17938,1766.48357,500.17442,1320.79682617,35.34498,1339.73861,29.17208,0,22944.357739,8265.17347099999,0,848.08776,683.28283,0,0,24.00535,0,0,0,0,0,19.7402,0,5.58396,0,0,18.4262,0,0,0,0,14.5772,9.94993,5.19948,0,0,0,5.34754,4.60764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR2131259",88.65092,489.89947,1945.968366872,432.439699,89.868742,174.373029,2767.68051041347,0,9.499892,0,2708.567203,0,1140.48223,422.399584,3586.2426281916,164.16456,1354.656428,3895.060906,43.22999,6695.41282530589,621.8570222,133.3789752775,38975.0481469681,14.29559,15067.1800602995,270.10067,0,363.070982000314,1.3415,583.22675586009,13869.674821644,88.14336,5349.26302471413,3009.34561039798,4063.847994768,8743.29497006651,453.522056,10839.2320385352,141.6712,0,28419.5509476869,39053.5443660832,6.957997,45.267282,59.088214471774,12.4588,89.70352,0,0,0,1.73373,0.638262,0,0,0,0,0,0,0,2.46907,0,37.998321,0,0,0,0,0,0,0,0,0,12.4652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR11784297",162.77726,214.262285,233.2295596,437.406814,122.1406,82.901486,2766.612041,30.11807,31.487211,0,1246.006347,6.979272,1105.094984,575.07795865,2960.10180331046,46.081834844,2203.18286011,2716.01370739156,62.997716,6437.5851727,214.420506523,775.8942697,40433.6460083069,35.877597,14012.297339646,189.687965,2.25322,494.23108679,2.87985,673.972019,10996.5285448398,45.91571,4725.77116316008,4140.662831323,4197.8510807805,6863.97979919746,243.770591,7547.76990369846,126.859,0,23064.4108363262,38394.8217943683,7.138234,18.020975,109.489658,20.10227,27.770358,0,0,32.522868,2.096534,32.485441,0,0,0,0,2.64038,0,5.60449,0,0,9.50385,0,0,0,0,0,4.002997,0,0,0,0,3.33374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR11783869",912.21526,60.14904,1269.09319471642,2829.589091,80.759843,207.10913,8905.73382901158,0,12.988909,0,2747.9175268,0,750.46014,1026.824992,2627.8497933298,104.74312,2400.537237,2404.200858,111.93339,6001.92161878148,227.837117,352.419963,45605.3888207595,11.825731,18545.8489113408,176.438044,0,386.691675,0,490.494651,7981.44339291817,10.22687,4254.81892460001,4162.26173762,4179.22933547802,7518.46474161,3146.807806,7420.915334162,83.8783,3.14819,30010.7678121865,32796.9425096548,27.3032,8.172556,35.627281,0,27.63615,0,0,0,0,15.476086,0,0,0,0,0,0,21.05184,5.645983,11.57112,0,1.589841,0,0,0,0,20.94526,0,0,0,0,19.63418,11.5257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR7754745",228.47012,14.09619,250.495971932,319.445954,8.96612,58.55271,3678.367968378,46.71341,2.84891,0,777.436355,0,579.568,116.224841,312.956021,15.86812,438.686925,865.987655243043,83.24146,1889.87227751513,151.919402023169,242.482644,12287.5789290434,9.69371,4717.96883793,20.36115,1.57132,619.967927,3.69687,198.77028059,3814.8695673,0,1807.078556,1936.417771,446.8235,3396.96507476783,1005.789916,10059.1014066142,2758.92866,0,16631.7794580101,17401.4084555054,0,5.73166,23.971472,0,10.5353,0,1.71568,0,4.81681,0,0,0,1.97136,0,0,0,1.19459,0,1.20664,3.26796,0,0,3.12492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR7754744",7.32116,20.819093,23.060632,266.33511578888,28.68585,13.94241,5744.914643641,8.7016,255.889427,0,827.138103,11.501092,152.770187,89.473749,311.22218,5.20287,305.2762536,817.052951,100.334078,2116.539294,274.069989,322.406267,10817.816843128,175.832191,3372.24802800672,19.806003,9.77796,73.699818,0,132.2794904232,2529.94631065377,0,996.8580868,1312.739929,1080.58042033527,4061.55806374146,2364.91204703265,2133.570014155,604.065026,0,7603.12169324406,9596.692924539,1.17549,0.638955,208.422963,0,4.192789,0,0,6.6071954,4.078744,0.418185,12.460227,3.881744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.426815,1.06356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR8149062",61.638899,152.04810021,214.267694,581.065598109,167.770483,84.194483,2763.4582953,71.44387,284.14132,0,945.095719601341,0,532.95159,535.580558,1671.76640285375,231.314116,2154.69485758673,3189.46182738249,74.59923,3133.403766,524.360741,285.253192,34701.3888793071,48.49194,14011.2037698516,166.118015,34.3517,323.298524116437,0,620.914438,8235.59660045506,0,3968.18616775261,3784.035959,1410.389596598,5439.09863431481,1281.418473,6154.92581339612,704.61754,0,23608.8868908336,33097.4550758942,24.68436,209.602079,283.22666267,0,15.19451,0,30.149783020236,2.8726005,0,0,18.117464,0,0,0,0,0,0,0,0,0,0,3.614642,0,0,0,0,0,0,0,0,0,0,0,15.2708,2.34499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR7754743",2.53577,89.447918,421.411682,891.718189558317,52.00201,27.406879,9411.917371,74.32289,14.505537,0,2197.7727474,0,668.53081,273.763874174,557.02632,44.565147,720.463079900269,1664.175553,341.95016,2259.94428601,99.772695,441.308066,19509.3346973872,235.80894,7900.7341693115,67.577352,6.26981,986.318676,0,287.826003,6681.81562291547,0,2621.81440641799,2154.25419483771,1743.45075129473,4330.57149649927,3332.39528782,6563.21752257571,1041.54836444768,0,14762.0991088566,21507.74532656,46.4544,4.2569,108.681362,0,7.012812,0,30.55333,7.1468051,0,1.39586,4.12824,73.82429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97177,0,2.16462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR7754742",0,32.64441,572.20014,850.0653682251,147.9528,104.49127,11107.3548483774,31.9312,10.62209,0,1053.11366846339,0,1158.6646,274.6143145,344.221027969591,36.61657,1695.871592,1571.25947944252,361.9265,3854.44810328703,157.023996,544.20615,27490.0249854837,454.76069,10499.1894285708,76.01939,3.978513,753.823607265,0,360.248287,7082.77320975275,0,3192.698308,3326.896750409,1182.05781219696,6001.79673937141,4079.4853716,11962.1112323851,4799.48732,0,23590.4523246771,44846.7622624283,10.1316,2.57408,10.405351,0,5.451071,0,13.0988,2.71617,2.50052,0,4.26157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR7754749",0,24.65632,464.315067,892.460069,75.5234,14.06871,11326.688762,27.4329,6.6618,0,1117.834156,0,1112.30411,175.087383,291.48292618402,55.07475,758.296469,1119.228567,206.711641,1728.239974,23.59593,73.425085,17853.5687098757,5.53555,9483.07472103406,38.6599,1.8797,500.48806,0,224.30056,3802.82921130078,5.59291,2923.832065,2299.36712095457,526.533711547509,4103.08618860939,1939.77983,13338.9101579136,4494.03495000165,0,29051.6725263203,34499.9013725001,8.27785,8864.82065,4.707962,0,5.881025,0,0,0,2.19856,1.41305,1.15804,2.1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR7754748",55.5791,57.11841,285.738102,661.67995,166.93612,84.07419,15940.1919600899,84.4403,2.87794,0,1180.61138,0,930.7798,296.94467,574.84405,80.01254,1180.86602854736,1954.74152,616.3381,2866.8157577,39.9339,86.5604,25118.8210129287,0,11495.1611022735,68.47673,4.22672,284.61591,0,417.00348,5555.29224401519,0,2810.94557802397,2761.12498216981,2567.908982,4746.3048398,2429.50420816169,4789.3557431575,3261.037069,0,24486.2218080224,42109.0546133017,33.8856,6570.41,35.99488,0,3.30002,0,23.72297,3.20426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR7754747",16.35393,30.20369,331.014517,765.6075854099,87.34917,25.597395,7185.80800642429,71.6357,5.22074,0,1507.562052,0,817.61406,184.537733,517.6432239391,16.429100363496,1081.427032,1341.564071,218.89778,2480.842257,26.151385,235.703343,22409.7825061696,67.80185,8868.25095072658,183.6003,7.32413,551.763392,0,308.484295,5939.63987677859,0,2466.53185429823,1979.45202348465,1009.17348441664,4977.12299460852,3413.848262,3542.07947133247,983.984283,0,19748.9021106727,22277.8317749061,6.366099,936.421,92.5492,0,8.31217,0,6.48363,0,0,3.40466,2.62777,49.520037,0,0,0,0,0,0,0,0,0,0,15.012107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR7754746",27.334436,33.943267,74.022351,1222.41899964,61.4722,174.86659,13241.5335588,20.4431,7.69538,0,781.327618000001,0,1444.5366,312.559214,355.0073342503,53.528267,796.324863049711,1639.970262,337.768166,2855.533499478,104.5856031491,307.95916,24721.3815859284,507.70966,13393.4303508107,81.41953,4.074342,894.636830779308,0,266.168528,5484.87003620228,1.60425,4042.7997132187,4600.8718297,887.7510646,7170.46950154726,4126.584557,6290.39026067688,4714.43657,0,24087.6390201991,34079.6817453334,10.80098,5816.34,68.67138,0,15.43138,0,5.231152,10.76318,4.35671,1.78063,8.03662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR7754750",0,57.40262,653.036317,747.66127,46.149513,59.41224,7002.841733,19.174691,0,0,1865.852952,10.07316,1126.0512,273.760251,555.5754206,11.426025,1229.254894,1872.914393,229.307768,3346.436122,16.4709,87.155173,23473.6137272407,1.33504,8070.66714432519,57.5676,11.876992,485.847243,0,105.2467,5390.31474581559,0,2432.781178,1867.82951200214,905.609413000421,5117.776007,3713.756164,3584.336951,632.73659,0,12829.6555253996,18803.0031502546,0,26.37071,12.15684,0,7.217396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR789901",5.75898,18.35918,495.5811,306.342569,53.26236,37.45904,2748.56262,4.32116,6.16964,0,2429.8986,0,112.00347,173.56057,1402.62185352086,27.78968,1121.982013,3861.95389038022,10.150536,2558.8221610033,244.752836,294.98012,152035.857483927,9.28842,8240.16163425933,69.06999,0,237.052097,0,375.11168,4101.2906596139,0,2855.17828405193,2623.38033006099,5231.11570148145,5501.52400231187,46.023751,2617.057388,11.5359,0,14887.678569287,24737.4856968913,0,40.86267,823.221638225198,0,4.52454,0,0,0,0,9.01965,0,10.1937,0,0,0,0,5.61132,57.2208,0,22.34643,0,0,0,0,0,3.61463,0,0,0,0,22.54988,0,0,0,0,0,10.4726,4.32338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR5892577",0,15.57172,78.20445,24.2385,26.01034,22.12996,3372.51736,0,0,0,587.679739,7.50994,828.2277,48.85697,463.118988,29.9972835,953.6477803795,746.550473,0,3106.534209,4.92033,65.589932,44118.6877735674,2501.3754,5383.3787894,27.98276,0,54.12267,20.6518,259.59272,9129.62759562307,0,2265.62611794297,1680.64511,356.428553,10091.1910894878,28.107498,10496.3003983278,66.8181,0,11068.447813102,44997.6862775025,14.33668,0,105.60601,0,2.81432,0,0,1.95565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR5892570",109.2251,13.10081,54.554037,46.398047,14.95642,16.60618,586.797223,38.2329,0,0,5002.498494,1.51048,728.23991,147.90081,329.3767522469,3.52603,819.421745707904,979.243265865225,95.20932,3218.6321304,110.982515,169.8171071043,16000.0732281636,0,3641.442889,163.79468,0,30.15505,0,121.4474,4069.6779107094,9.603609,2328.56966081,1551.23989871527,643.891723,2647.05929545121,65.10239,1791.6199951,7.71134,0,10995.4456387212,12072.5082290536,0,0,47.636253,0,0,0,0,0,0,0,0,0,0,0,0,0,22.26461,26.20363,0,0,4.48383,0,0,0,0,3.50165,0,0,0,0,2.18729,0,0,0,0,0,0,0,1.43735,1.53479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
