date,bases,open_access_bases,bytes,open_access_bytes
"02/25/2012",252554386741396,187086612981547,234108550350708,198395535211272
"02/26/2012",252556363409716,187088589649867,234109533795856,198396518656420
"02/27/2012",252917076814182,187381098341045,234377541931629,198632206905181
"02/28/2012",255451156163757,187887311691644,235762650126294,198989916280963
"02/29/2012",257610464204205,188834271926716,237065319532572,199678776834981
"03/01/2012",258572564108294,189446661432141,237651289691950,200073096009315
"03/02/2012",259898129501955,190054744652642,238429572195181,200478906207024
"03/03/2012",260436083480775,190592698631462,238783520397139,200832854408982
"03/04/2012",263297161223798,191310833417269,240304619919710,201257281212880
"03/05/2012",265103168538117,191549915128140,241263062059821,201416734393635
"03/06/2012",265759635963235,191661469374562,241625319822673,201506228507908
"03/07/2012",266831970941801,191937135360736,242184568613415,201662274200186
"03/08/2012",266875942909216,191981107328151,242213828521218,201691534107989
"03/09/2012",267501667496915,192606831915850,242628270901305,202105976488076
"03/10/2012",267792823012795,192897987431730,242790308728439,202268014315210
"03/11/2012",269377692137975,193013484497434,243553860857377,202339225545994
"03/12/2012",275355528024465,193291261376245,246424691812332,202509221835543
"03/13/2012",276309129303334,193379606421510,246894489100293,202575453724910
"03/14/2012",276544845655147,193477230082305,247026680977874,202641093766090
"03/15/2012",276901782437275,193834166864433,247241912636378,202856325424594
"03/16/2012",277218560658698,194150945085856,247445813462693,203060226250909
"03/17/2012",277332164643898,194150945085856,247492250911904,203060226250909
"03/19/2012",277482248530090,194301028972048,247592958816501,203160934155506
"03/20/2012",279896376831610,194857710472732,248936976306004,203516137762904
"03/21/2012",281358606109799,195399816639617,249674370717104,203934985630022
"03/22/2012",281650020394534,195649937912448,249894767595047,204131830151791
"03/23/2012",282575879627276,196575797145190,250500101416165,204737163972909
"03/24/2012",288536611798735,196584916025783,253609085827341,204747715337238
"03/25/2012",288539788355694,196588092582742,253611440817633,204750070327530
"03/26/2012",288633565692271,196681869919319,253673500124987,204812129634884
"03/27/2012",289670811242552,197086036067766,254176013738874,205083795574726
"03/28/2012",291387880746996,197545490890710,254986677079660,205404185745753
"03/29/2012",291787123473368,197881510982410,255187614695063,205575851989968
"03/30/2012",291832643547168,197927031056210,255219026502854,205607263797759
"03/31/2012",291838661702524,197933049211566,255223219287000,205611456581905
"04/01/2012",291893410496251,197987798005293,255260568932989,205648806227894
"04/02/2012",292612861565285,198537476694527,255900232757838,206223257223784
"04/03/2012",293266827102229,199109701693371,256332147739938,206623226473707
"04/04/2012",301132961749879,199209799400057,259797920493025,206689544664202
"04/05/2012",308700049361078,199479921038516,263033526905784,206890539578647
"04/06/2012",311695708403200,199757082332942,264466454447506,207081171928979
"04/07/2012",311696587172872,199757961102614,264468559562944,207083277044417
"04/08/2012",311801434379288,199862808309030,264532722822338,207147440303811
"04/09/2012",322060652078152,200358118674472,269737420070897,207452843021525
"04/10/2012",329989857930398,200761609446661,273826656843673,207698352739825
"04/11/2012",332533302287577,202172606647550,275310060558921,208589738808439
"04/12/2012",336519563247697,202308231719590,277272995784162,208678597973159
"04/13/2012",342895413843471,202826665276583,280569128928274,208948913619627
"04/14/2012",349121167722102,204490305912113,284019355049667,209933016713681
"04/15/2012",364053321816054,218116693991017,293412304516565,218635420305975
"04/16/2012",366235813450085,218943758011210,294568081851099,219247698541511
"04/17/2012",367006219694601,219125469768826,294867169735557,219370483550863
"04/18/2012",376328103966151,219567782601301,298770212759120,219666013463743
"04/19/2012",378841834625721,219681104364151,299996309371961,219749228568600
"04/20/2012",379590771042814,220208813131444,300447907814863,220129901857428
"04/21/2012",379715359889565,220333401978195,300528818422384,220210812464949
"04/22/2012",380235400761765,220853442850395,300854401137086,220536395179651
"04/23/2012",381384933400458,221735887642388,301547893815286,221115441775831
"04/24/2012",382578655229130,221923567466377,302086330672558,221246370524369
"04/25/2012",383632383662065,222055167721264,302700874079883,221334854517518
"04/26/2012",384079834138410,222502618197609,302988700806905,221622681244540
"04/27/2012",389919631405084,228342415464283,306776500833548,225410481271183
"04/28/2012",389980429776425,228403213835624,306816732624634,225450713062269
"04/29/2012",389983344469695,228406128528894,306822547482151,225456527919786
"04/30/2012",390390679497408,228813463556607,307081452834328,225715433271963
"05/01/2012",390899141017983,229321925077182,307400858168839,226034838606474
"05/02/2012",391151293214896,229477928215807,307557493875648,226138062854062
"05/03/2012",391737318132163,229899654452759,307932217976523,226434377351503
"05/04/2012",392125097547243,230287433867839,308220535762120,226722695137100
"05/05/2012",392135344953227,230297681273823,308228616339468,226730775714448
"05/06/2012",392197944810025,230360281130621,308271096008845,226773255383825
"05/07/2012",392727047824044,230889384144640,308619030306158,227121189681138
"05/08/2012",393025970936396,231188307256992,308829379890188,227331539265168
"05/09/2012",393820295719059,231415007076051,309284347373541,227472883539333
"05/10/2012",394979253469016,231729583732051,309850518797047,227679286623869
"05/11/2012",395873712341304,232385806234339,310439232456431,228164801906883
"05/12/2012",396021127272506,232406635925041,310523204111116,228179246409467
"05/13/2012",396027231212073,232412739864608,310528925806584,228184968104935
"05/14/2012",396491625161092,232877133813627,310811068580234,228467110878585
"05/15/2012",397686824044051,234026192400122,311662202895724,229296040508729
"05/16/2012",397872651802882,234074336670283,311803628872115,229330073672188
"05/17/2012",400079222635773,236207945844894,313133383149031,230602884482883
"05/18/2012",405309314169198,241234642413652,316349299705767,233724458292897
"05/19/2012",405318854206656,241244182451110,316355857928353,233731016515483
"05/20/2012",405501557374598,241252113403892,316448218776117,233736412687460
"05/21/2012",405873892083455,241580715746711,316668064477243,233935719778454
"05/22/2012",407707239698301,243014729864100,317724002365928,234803194873436
"05/23/2012",408027418952256,243105652114905,317893049573882,234863603599078
"05/24/2012",408101308499285,243179541661934,317947986471674,234918540496870
"05/25/2012",410917406848369,243617683562648,319619611973792,235232425448319
"05/26/2012",416672730302328,243697779039927,322942405898756,235290227783468
"05/27/2012",416738778431241,243763827168840,322976304341082,235324126225794
"05/28/2012",416959599659547,243803083084196,323087280548364,235348457852997
"05/29/2012",421849254716846,243894649888480,326360023543901,235434202515914
"05/30/2012",426789052034945,247247288892870,329765790190335,237707674783457
"05/31/2012",429016253488977,249334647863332,331266043597561,239117094440739
"06/01/2012",429740347261086,249788439134239,331687100112971,239413986773762
"06/02/2012",451887484186554,249791313427270,341441208772690,239417136696868
"06/03/2012",452539722481485,249939737439551,341915951354603,239514287816426
"06/04/2012",454100827970671,250442860112665,342955428312133,239852077440278
"06/05/2012",454795571181203,250636123862897,343469259395319,239993542726805
"06/06/2012",456229242821158,251043393753262,344496841975812,240276335760221
"06/07/2012",456910002924799,251205521998893,344975923911456,240371586605420
"06/08/2012",458502294142909,251524201486151,346112537603888,240571981605563
"06/09/2012",458814029987711,251586021394263,346344138533687,240613585343474
"06/10/2012",458841195501156,251613186907708,346360733462264,240630180272051
"06/11/2012",460784356431810,251959246697694,347268815786215,240841361058624
"06/12/2012",463865084588163,253160466143063,349191357944294,241792393688524
"06/13/2012",464579892699371,253231429414071,349567207363149,241838045668483
"06/14/2012",464858395826527,253329589143294,349700528258813,241894850365665
"06/15/2012",466480862596762,253650163896999,350814351208707,242108784698410
"06/16/2012",466747106637718,253652296511915,351007925074422,242111149454748
"06/17/2012",469704379759417,253865049173114,353188755832700,242269855282038
"06/18/2012",470358933180811,254269767786488,353646570349377,242530813531698
"06/19/2012",475602397159547,254439172883514,356930700220625,242642880105336
"06/20/2012",478374643876983,254554722026000,358979686956157,242806727836918
"06/21/2012",480988470791820,254909237433587,360947048748311,243071149257501
"06/22/2012",483642730946404,254937033917921,362946914769980,243093436966730
"06/23/2012",487661833031583,255162979106620,365961874907880,243237669483813
"06/24/2012",491104205755243,255222728899040,368535353632163,243276301643700
"06/25/2012",495778146067797,255614879894404,372083405815784,243609124794207
"06/26/2012",498476385875376,255728566207313,374071544120687,243687786865947
"06/27/2012",507485997187871,255934877544408,380963669387194,243890719761252
"06/28/2012",510201663511724,256032482058591,382850538526806,243948088260600
"06/29/2012",517298177325232,256096100117109,388287340844372,244009650297860
"06/30/2012",522497596519477,256364203225714,392259422253410,244237739769168
"07/01/2012",524950289065261,256729111404718,394048725764364,244445732636164
"07/02/2012",525995805405187,256919132023004,394871198840358,244613124849691
"07/03/2012",527200469004882,257452297814467,395751677672425,245018085523164
"07/04/2012",533002814808669,257709840040234,400207053655124,245181275391049
"07/05/2012",536727986097260,257774372458755,403117623215170,245254894838235
"07/06/2012",541923224789230,258179479958745,407203865432392,245642263652568
"07/07/2012",546081838762780,258235738054465,410409395374554,245687365705610
"07/08/2012",550205288099688,258270793437183,413571134260785,245719582714052
"07/09/2012",554812645000185,258998656340420,416994819860572,246180983167857
"07/10/2012",555988046227163,259020351958048,417882775279723,246199945156286
"07/11/2012",557678527262703,260630922164388,418948323739299,247225285583841
"07/12/2012",557958542556711,260910937458396,419125770795434,247402732639976
"07/13/2012",558346719663612,261299114565297,419373676425219,247650638269761
"07/14/2012",566157437457342,261352912575897,425360251955303,247690354148555
"07/15/2012",567578841186352,261363166768467,426451032402567,247698242299470
"07/16/2012",568951376772992,261648083567117,427464405665267,247879948352823
"07/17/2012",570106370257026,262264383369821,428264108458412,248270152770237
"07/18/2012",571885299069818,262327319162683,429619558072319,248313230338912
"07/19/2012",573244109275305,262386151608950,430666949441566,248362970425735
"07/20/2012",579869747663870,262821932618145,435692965508641,248644332129871
"07/21/2012",585037986298870,262821932618145,439645823364870,248644332129871
"07/22/2012",590079471810609,264073949490179,443374170372020,249475425474784
"07/23/2012",590944021455716,264452010237934,443869944844513,249706937606609
"07/24/2012",592690068233673,264529646608871,445264795998902,249756068931419
"07/25/2012",600882949583758,264551236231616,451698260373213,249771793524765
"07/26/2012",605604799133869,265757474121763,455202032474460,250585572841302
"07/27/2012",609866732693151,265871501014991,458439718477429,250667831182150
"07/28/2012",616968616595745,265886025701165,463862350675984,250678044821566
"07/29/2012",618675265043605,265892497137485,465219991082237,250682213784471
"07/30/2012",620264950072616,265945604755736,466476327899090,250719930222045
"07/31/2012",621742344370470,266420286219386,467482192847863,251026631297170
"08/01/2012",626176350021418,266752326947044,471016541711484,251365296481310
"08/02/2012",629248942286756,266799316785029,473463294878702,251443449659335
"08/03/2012",638230461866911,270338057719435,479574860305112,253671535372087
"08/04/2012",646305960797700,276378335208159,484884992552143,257405739752304
"08/05/2012",649558120078008,276378369994317,487381445456534,257405823098914
"08/06/2012",653579189792374,276946299801993,490032269787771,257759367338549
"08/07/2012",659154086780147,279180726494837,494121093932627,259181341086145
"08/08/2012",660541146127687,279276567139644,495200219689809,259244025306799
"08/09/2012",662477937127921,279980830637903,496587371025426,259662902508748
"08/10/2012",663422231843632,280473300974419,497229443720641,259946947956770
"08/11/2012",663822563113694,280479177746841,497539238302268,259953913121625
"08/12/2012",664922622371158,280479253693515,498408230410015,259954076234913
"08/13/2012",670980385302046,282906199404045,502326390700682,261946553064531
"08/14/2012",672278795146594,283808726951812,503031457290795,262396233188480
"08/15/2012",680860244333056,284124766387582,509402213967785,262589653601078
"08/16/2012",684056280690473,284133642165021,511746653309735,262599151518422
"08/17/2012",690341856698897,285987729243270,516262642709540,263736279481544
"08/18/2012",695775421220894,286106353005502,520344958492854,263812054468946
"08/19/2012",698925263010230,286106355086018,522734991833745,263812055926643
"08/20/2012",705249353769044,287522256346310,527364104694207,264782793641797
"08/21/2012",705969818748808,287980811101764,527909698065005,265138580722412
"08/22/2012",708111313831271,288468389534489,529464783251394,265444257497221
"08/23/2012",710041272769151,288819873181809,530906442702157,265674772524706
"08/24/2012",710401689806403,288920579491911,531165672501876,265741229103260
"08/25/2012",710401900789552,288920790475060,531166137880161,265741694481545
"08/26/2012",710405618191310,288924507876818,531168503658980,265744060260364
"08/27/2012",710680016325029,289107582831597,531362776950704,265868207014717
"08/28/2012",716886712997106,295314279503674,535041542658003,269546972722016
"08/29/2012",716993144500526,295327624615479,535128842001749,269559109930193
"08/30/2012",718279929948391,295723456386892,536040607238215,269828192123894
"08/31/2012",719597930950011,296353486974716,536793190059753,270206283878751
"09/01/2012",721372569929507,298119274530308,537976902324323,271385453123675
"09/02/2012",722233611724436,298308375276605,538389784957377,271511530159387
"09/03/2012",724650898069952,298897500195211,540156150545768,271880273959577
"09/04/2012",730976193489038,300521975186514,543744593861312,273013747907245
"09/05/2012",735799835473376,302636675904947,546524599635098,274382992947776
"09/06/2012",740211853014955,303590032492141,548880150154261,275039033487896
"09/07/2012",750643763637785,303919302412656,553967377443020,275236326505675
"09/08/2012",754931101221341,303942408888151,556131511519900,275252496324012
"09/09/2012",760120797957128,303942670922071,559236076457096,275252631383610
"09/10/2012",762965500975955,305629955924186,561291113506990,276429754104478
"09/11/2012",764232303117300,306329709240881,562177342866266,276874280957480
"09/12/2012",765521177240957,306671555497384,563077389928033,277095205140419
"09/13/2012",766482814578491,307236003562718,563725039636624,277583731224952
"09/14/2012",767234225562942,307627466221203,564191724071262,277808787695237
"09/15/2012",767580409412577,307645467520530,564444356032033,277819832760949
"09/16/2012",769432005620919,308357364344132,565807318156560,278305184894064
"09/17/2012",770742721053637,308800110013490,566683165058675,278542106805716
"09/18/2012",771990580262234,310013308269319,567485098186767,279327626989129
"09/19/2012",772476575859443,310328479475628,567819350042414,279547592217571
"09/20/2012",773964086361875,311815989978060,568903286760715,280631528935872
"09/21/2012",774779118917912,312631022534097,569447234771621,281175476946778
"09/23/2012",774827764186933,312679667803118,569480261143964,281208503319121
"09/24/2012",774851431359071,312703334975256,569497686340870,281225928516027
"09/25/2012",775797063707026,313648967323211,570103933495430,281832175670587
"09/26/2012",777168237688028,315020141304213,571031343378571,282759585553728
"09/27/2012",778978727451111,316291416393396,572241634411451,283559837811379
"09/28/2012",780568457090839,316829753012132,573369102654995,283902852215265
"09/29/2012",781605646109159,317866942030452,574083653102088,284617402662358
"09/30/2012",782721155750378,317934224730931,574920125471474,284661910794274
"10/01/2012",783035262246059,318248331226612,575127493269610,284869278592410
"10/02/2012",783535859199186,318748928179739,575474240234012,285216025556812
"10/03/2012",784131583987724,319344652968277,575863731291340,285605516614140
"10/04/2012",784156084503998,319369153484551,575876724750667,285618510073467
"10/05/2012",788208441151530,320009684052923,578780396163883,285956762779757
"10/06/2012",790390041140662,320456163706085,580321428586024,286192910857699
"10/07/2012",795608731294804,320781135741287,584219851772742,286362986434503
"10/08/2012",796114500283694,321286904730177,584493727549950,286636862211711
"10/09/2012",796665280331996,321827115495715,584789299902431,286925517240060
"10/10/2012",797381374802894,322543209966613,585201166392477,287337383730106
"10/11/2012",799871879741203,323890745974392,586831074160182,288112701708615
"10/12/2012",802510599009962,325604323610235,588431124989599,289022757124343
"10/13/2012",804002175586524,326525638484457,589333490274630,289500185459649
"10/14/2012",804996368290876,327519831188809,589854537319009,290021232504028
"10/15/2012",805161752204579,327685215102512,589949249975493,290115945160512
"10/16/2012",806329211689814,328852674587747,590671344032703,290838039217722
"10/17/2012",807064171648918,329578243381891,591080825057775,291242345867560
"10/18/2012",807776560780662,330290095263123,591568709153638,291729874027505
"10/19/2012",808886524660382,330830242852031,592273811944777,292119420865962
"10/20/2012",809043513422670,330987231614319,592379353360094,292224962281279
"10/21/2012",809216496474344,331160214665993,592479455725560,292325064646745
"10/22/2012",813250555870910,333485620121361,594546234158623,293447028058990
"10/23/2012",815498093613152,334163024818703,595638161988978,293847403524162
"10/24/2012",816769626827631,334685509152706,596411399094158,294206842868074
"10/25/2012",816920035800834,334835918125909,596515364731757,294310808505673
"10/26/2012",819893720862004,335215954455429,597854607519063,294574371156549
"10/27/2012",820221589524024,335353381709829,598012918868331,294651440807942
"10/28/2012",820354559253132,335486351438937,598102256059164,294740777998775
"10/29/2012",820831647404762,335963439590567,598418250959098,295056772898709
"10/30/2012",821667769845014,336799562030819,598870438585343,295508960524954
"10/31/2012",825769462447514,340901254633319,601432220291202,298070742230813
"11/01/2012",825828313976833,340960106162638,601473346883829,298111868823440
"11/02/2012",826185876473517,340984228561822,601617966058612,298125743598191
"11/03/2012",826300213428010,341098565516315,601695535994196,298203313533775
"11/04/2012",828863644723049,341140420618554,603637706236918,298227520128337
"11/05/2012",829813302280987,341277208601562,604348389434633,298310591729135
"11/06/2012",833285249401099,341579169067114,606833031033814,298504201071650
"11/07/2012",839553469860217,342541632431932,611406847440916,299141370291440
"11/08/2012",841477117338678,342900973857549,612608178351275,299416264235880
"11/09/2012",843322129389386,343222154764861,613761134086391,299586966268170
"11/10/2012",843854519282333,343229745212428,614165190285577,299597521846018
"11/11/2012",844149729849193,343267488822828,614387963364763,299628467630986
"11/12/2012",845645514198348,343750306964163,615439493894003,299906923950499
"11/13/2012",847750243248791,344464625484336,616630690755093,300323751574576
"11/14/2012",849189605324839,344721370636084,617648831391366,300492053885606
"11/15/2012",856259882064161,344916945834106,622742201764472,300633877099431
"11/16/2012",865731901156075,345514512918736,629517536480846,301037210784279
"11/17/2012",870241448244540,346062949597871,632491940951456,301336343125777
"11/18/2012",872430860790578,346081950022599,634012136243219,301368836923000
"11/19/2012",878297681457886,346463742461097,638377666554085,301570940618554
"11/20/2012",882582417194255,346562347853476,641639640270933,301636093511775
"11/21/2012",883696831768787,346733630178230,642414920358047,301738631027222
"11/22/2012",884713592192981,347082149411375,642888297581732,301968658198959
"11/23/2012",885208648280549,347350807512595,643176367674860,302159827104158
"11/24/2012",886191262279679,347582124413145,643929215763229,302347681449912
"11/25/2012",886192553388758,347583415522224,643930788544822,302349254231505
"11/26/2012",887326900306038,348717762439504,644684129048254,303102594734937
"11/27/2012",887918086414687,349008100161528,644996066717211,303295050248824
"11/28/2012",890132049871226,349087110214133,646468848027692,303347652573934
"11/29/2012",892197865867805,349405290609606,647624351474446,303561972479291
"11/30/2012",901787531159208,350581923000341,654628564489649,304317991743004
"12/01/2012",901983136730962,350707553143015,654753531622617,304410683708302
"12/02/2012",902327509662868,351051926074921,654890202220789,304547354306474
"12/03/2012",903431746435661,351748610094124,655563158942459,305009259492889
"12/04/2012",904349679496239,352666543154702,656073500203021,305519600753451
"12/05/2012",906665495145779,354982358804242,657332227230972,306778327781402
"12/06/2012",909941642368607,358258506027070,659228923681505,308675024231935
"12/07/2012",911493539945156,359810403603619,660091361100198,309537461650628
"12/08/2012",913921546337606,362238409996069,661333076508494,310779177058924
"12/09/2012",916819956339756,364845796944709,662903592465821,312134177682106
"12/10/2012",919562707127664,367265668110587,664449094696399,313435709225328
"12/11/2012",921153503319098,368856464302021,665418342860856,314404957389785
"12/12/2012",922324279986257,369990773526964,666151942026213,315121318594598
"12/13/2012",924859188391733,372399926688342,667973272077276,316877106223798
"12/14/2012",926683119093237,373594130361362,669154278107400,317736589983460
"12/15/2012",926820905562253,373731916830378,669257059168788,317839371044848
"12/16/2012",927135354375674,373738282359829,669492813999169,317847782312020
"12/17/2012",927997700852454,374146785974417,669993516843410,318111246321120
"12/18/2012",928329279158651,374162047296972,670170936019944,318121733705565
"12/19/2012",929259089656490,374502637458335,670646806967045,318290194048158
"12/20/2012",930511289640144,375643211604013,671338020325444,318934890667602
"12/21/2012",932515862202537,377647784166406,672595187912576,320192058254734
"12/22/2012",933576730727454,377948526738331,673124982438664,320375258966088
"12/23/2012",933812864011015,378184660021892,673268495532202,320518772059626
"12/24/2012",934037449981826,378403422752257,673418892622454,320665357386374
"12/25/2012",934189523545871,378555496316302,673525621705391,320772086469311
"12/26/2012",934797943837006,379053735955291,673902546235959,321076256861688
"12/27/2012",936085409729879,379081332371404,674499595778309,321095681609397
"12/28/2012",941973945460497,379768023352074,678256362266760,321471179877516
"12/29/2012",943545225757151,380085024859258,679327327265673,321617676739817
"12/30/2012",943825074370632,380085189268499,679539300346536,321618252613415
"12/31/2012",946068235745285,381380605711752,680750872592281,322393874476993
"01/01/2013",947654791576868,381581728173535,681489663846506,322516778423030
"01/02/2013",949337814101596,383264750698263,682618249524283,323645364100807
"01/03/2013",954243909683649,387862893954916,685272574385824,326163790467004
"01/04/2013",956815503105548,389586509073915,686626647990844,327132012445165
"01/05/2013",956829620556926,389600626525293,686635053100439,327140417554760
"01/06/2013",957227299567969,389998305536336,686895370768834,327400735223155
"01/07/2013",957585001005385,390254265656808,687095468244702,327552261050479
"01/08/2013",957961697617077,390609463920772,687352152055077,327795225689604
"01/09/2013",959118548714736,390983659028301,688194422171815,328047522489381
"01/10/2013",962583471573209,394335695616774,690213176129210,329993250564371
"01/11/2013",965104453182776,396245861827693,692216004586620,331555706690913
"01/12/2013",969576087444706,396247487587323,694317824235508,331556594182717
"01/13/2013",970148110745242,396324768080259,694600243436600,331607932831784
"01/14/2013",970659065713794,396804968245215,694937010253406,331929904679199
"01/15/2013",971442064772294,397538659088915,695473621871539,332443922886671
"01/16/2013",973343099561528,398509521428943,696557211194589,333009101490922
"01/17/2013",973446997419679,398593758006774,696621902721225,333062873875852
"01/18/2013",974199393351444,399327844579139,697104909216433,333538489990191
"01/19/2013",974263377337490,399391828565185,697148949272425,333582530046183
"01/20/2013",974302461138472,399430912366167,697172104430746,333605685204504
"01/21/2013",974460498597332,399588949825027,697272660943905,333706241717663
"01/22/2013",975417586874296,400546038101991,697932921321943,334366502095701
"01/23/2013",978465001580256,403593452807951,699443943933685,335877524707443
"01/24/2013",980886817045754,405146338089151,700807531273060,336769894176925
"01/25/2013",981516147107835,405495264079513,701170570518895,336971899424712
"01/26/2013",982081503191446,406060620163124,701513647695228,337314976601045
"01/27/2013",982305252434711,406284369406389,701663336936807,337464665842624
"01/28/2013",982566712923285,406545829894963,701844111237644,337645440143461
"01/29/2013",983186050018596,407165166990274,702278736447666,338080065353483
"01/30/2013",984576957857125,407422807693692,702958963872906,338240267057882
"01/31/2013",984920699425342,407656437453677,703188335179481,338412363222298
"02/01/2013",989874015481895,408789579858202,705666848771004,339120482078518
"02/02/2013",991218330679391,408800897955570,706394427102917,339129886467427
"02/03/2013",994190056726119,408834339679567,708011371505341,339156972287257
"02/04/2013",995940203058318,409120287581565,708962077180734,339333088135072
"02/05/2013",998073971910947,409573164609136,710080133443013,339552889679349
"02/06/2013",1000024614066103,410042337239359,711175468298239,339863083283288
"02/07/2013",1003461270965275,410275598255725,713224377323780,340046062392373
"02/08/2013",1004676129919379,410348783779086,713884533286921,340096291033523
"02/09/2013",1006594425328904,410825786819732,715022293710871,340401430510916
"02/10/2013",1010633048036370,411413600573642,717788868117751,340760741091347
"02/11/2013",1011661458022253,411584445040797,718360948082951,340879322005343
"02/12/2013",1015657121647493,411732977188361,720555349965720,341008750129113
"02/13/2013",1019691009665845,412542677325963,722863081137243,341546922257759
"02/14/2013",1022733691733073,413286764714241,724595124455295,342047360536581
"02/15/2013",1039399386789321,428981641171913,735093925058221,352065998249812
"02/16/2013",1041375578617953,429335536062552,736131055680703,352303238583698
"02/17/2013",1042736472859214,429366803104788,736811849181185,352328347627890
"02/18/2013",1047201252566390,432172553996276,739526807450843,354230471170229
"02/19/2013",1048224245612447,432321491214414,740186417733081,354334389616549
"02/20/2013",1048513781148607,432611026750574,740388233720471,354536205603939
"02/21/2013",1049221011954150,433318257556117,740880448808988,355028420692456
"02/22/2013",1055376924844032,434356935739998,744260097873385,355728751452083
"02/23/2013",1055417291162417,434397302058383,744287802382260,355756455960958
"02/24/2013",1055642630833739,434622641729705,744434579398724,355903232977422
"02/25/2013",1056066367405695,435046378301661,744692878085830,356161531664528
"02/26/2013",1056456655308860,435436666204826,744907165382699,356375818961397
"02/27/2013",1057525580071347,436505590967313,745627610231971,357096263810669
"02/28/2013",1058267513037343,437056715798189,746105303485453,357479408165924
"03/01/2013",1061164365819507,439390420092643,748028073665811,359043109755354
"03/02/2013",1061323548976263,439549603249399,748121211434967,359136247524510
"03/03/2013",1061324583854676,439550638127812,748123497919602,359138534009145
"03/04/2013",1061488121859237,439714176132373,748230983899372,359246019988915
"03/05/2013",1062015794752032,440241849025168,748568799961999,359583836051542
"03/06/2013",1062743442096016,440796906893392,749045569452004,359967836543104
"03/07/2013",1063124090474786,441177555272162,749292577407533,360214844498633
"03/08/2013",1065513696533236,441938533991525,750520614004338,360720938187035
"03/09/2013",1065851653468455,442254121386716,750743266888607,360934324594553
"03/10/2013",1066015827484031,442418295402292,750832004321425,361023062027371
"03/11/2013",1066354146597732,442756614515993,751046485580304,361237543286250
"03/12/2013",1066968803889916,443371271808177,751504917082649,361695974788595
"03/13/2013",1067743194709399,444145662627660,752078897661712,362269955367658
"03/14/2013",1069492051149334,444961526025051,753033598379567,362761867137861
"03/15/2013",1073722620787252,445136472748769,755234095244960,362881576558927
"03/16/2013",1074939789992430,445407734076819,755890760610350,363064068611200
"03/17/2013",1079609753885447,445467846333221,758054115935832,363101869646098
"03/18/2013",1081288626371268,446511310333322,759046899352401,363792110255928
"03/19/2013",1083008289844673,448230973806727,760096313372389,364841524275916
"03/20/2013",1083485625255453,448708309217507,760358352142855,365103563046382
"03/21/2013",1085312544825970,450535228788024,761420136188383,366165347091910
"03/22/2013",1091091710304097,455536139462849,764570953459080,368966216711403
"03/23/2013",1095672607089680,460117036248432,767381497273954,371776760526277
"03/24/2013",1097532111973602,461976541132354,768442415657818,372837678910141
"03/25/2013",1097947662960184,462392092118936,768688948414556,373084211666879
"03/26/2013",1099537437563981,463981866722733,769732218310294,374127481562617
"03/27/2013",1101324878885487,465769308044239,770857405216449,375252668468772
"03/28/2013",1102208325615610,466652754774362,771401640190426,375796903442749
"03/29/2013",1102909791614038,467251029582242,771821527428012,376166406006308
"03/30/2013",1103084263434511,467425501402715,771939894737951,376284773316247
"03/31/2013",1103096484815233,467437722783437,771948688822989,376293567401285
"04/01/2013",1104276287233090,468617525201294,772716843440227,377061722018523
"04/02/2013",1105861743005851,469441539823483,773601043518502,377556610693267
"04/03/2013",1107908689859660,469869488028291,774724733299307,377846399527130
"04/04/2013",1110249344398981,470496734467084,776045974726322,378268991047849
"04/05/2013",1113288509616626,470707453066153,777647657964475,378389857581251
"04/06/2013",1114274247282307,470820102266258,778175135020301,378460994298659
"04/07/2013",1114941584581886,470972131810685,778559057163683,378531161594472
"04/08/2013",1116765558453130,472123886101729,779814554506840,379317275952841
"04/09/2013",1160582923231631,515904810998198,807845754441161,407329573866316
"04/10/2013",1163402909370381,518724797136948,809669632874928,409153452300083
"04/11/2013",1165058661734908,520380549501475,810710301855283,410194121280438
"04/12/2013",1167753748268891,523075636035458,812275034981176,411758854406331
"04/13/2013",1169740464827277,525062352593844,813538328534651,413022147959806
"04/14/2013",1171436484693599,526758372460166,814640252722736,414124072147891
"04/15/2013",1177081503364164,532403391130731,818385929490939,417869748916094
"04/16/2013",1190941556204103,546263443970670,827940303997348,427424123422503
"04/17/2013",1200914772104563,556236659871130,834756323407567,434240142832722
"04/18/2013",1205851253056875,561173140823442,837920336780834,437404156205989
"04/19/2013",1209327073661281,564648961427848,840087656880552,439571476305707
"04/20/2013",1210901335179969,566223222946536,841119561701091,440603381126246
"04/21/2013",1212289174867019,567611062633586,842012556137419,441496375562574
"04/22/2013",1213693420120689,568770203226656,842813262239403,442199461327658
"04/23/2013",1215923200719638,570638770035855,844430972824987,443654825812272
"04/24/2013",1221079637096031,575517361690698,847663407291718,446723362808324
"04/25/2013",1224651744579177,579089469173844,849937792527296,448997748043902
"04/26/2013",1234465882471260,588903607065927,856574159787329,455634115303935
"04/27/2013",1247447316701548,601869109685567,865670175940946,464720525517603
"04/28/2013",1263522115703030,617943908687049,876594661813947,475645011390604
"04/29/2013",1270438717388022,624860510372041,881237978501947,480288328078604
"04/30/2013",1271859879777612,626241805443781,882219167818892,481247086249372
"05/01/2013",1273121995828772,627503921494941,883048692385566,482076610816046
"05/02/2013",1274860847100438,628906258452207,884147269366396,482998448554437
"05/03/2013",1277036163854089,630965590383018,885604296942634,484401986237593
"05/04/2013",1277467326150217,631092523589610,885815508189553,484479150273690
